,Topic,Word,Tweets
0,27,good,"Thank you to my good friend @alamo_pcc for the amazing photography #NFT! This guy is such a hard worker, and I have no doubt he will be a #web3 KOL. With his work ethic and moral compass, he has no limits. I appreciate you Alamo.🙏 @PurrnelopesCC 

https://t.co/i7DNI7uR7N"
1,27,good,"WIP on my next interactive piece.
Mechanics look good, but still placeholder graphics! 
Trust me on this one, it's going to be the most ambitious piece, so far 😱😊

#generative #abstract #NFTcollectors #creativecoding #generativeart #NFT #NFTCommunity https://t.co/2hpNjLlI7t"
0,27,chip,"@Lucho_Lachow @TheDevourArt @shobbach @Warupanofficial @SlimezNFT @pauliswalrus @Selene_visuals @UnoDwicho @ppalma_design @paperbuddha @jenjustjen3 @Crypt0Warr10r @garyvee @SnoopDogg @gang_xrp @EmpressTrash @ToppyEton @gellobytes @skizodraws @SupportJburn @JTLissPhotoArt @AlienqueenNFT @jfemiki @git1131 @ArtByT3D @_GLOWA_ @emmavolou_ @bilbagg @nekosmother @carlyraejepsen @line_art_nfts @CityShrug @atefehsadr @kittii_crypto @ritanevermind @zhannetpodobed @crypto_pr1ncess @ranxdeer @lilzidesigns @red_monkeygirl @10tinbluebirds @zeynepcansuoral @vitochipz @bretblackberg @boozie_nft @MistJinx @j_t00ns @simplydikka @toonpaintNFT @quincypop1 Thanks for the tag, Choski! I appreciate you! This is a cool piece of yours!

I'm Yune, a self-taught oil painter and digital artist. My work is diverse yet they all evoke a feeling of comfort and lightness. 

This is ""What is love"". https://t.co/DEyVvnMCX5"
1,27,chip,"The next blue chip #NFT project is @DiggityDogsnft🚨

🐶Donation to animal shelters

🐶$Bones tokenomics

🐶Diggity Dogs events 

🐶Merchandise

All built around a diverse community - with a great DAO system. https://t.co/VOlAA5NluK"
0,27,really,"@Chaosium_Inc I respect ur choice, but too bad ur old fans dont trust ur judgment, going to @veve_official  was smart, ethical, etc..
They should buy ur ecofriendly NFT early, if they really love @Chaosium_Inc, better than ask for it in a few years. 
See u back soon I hope 🤘"
1,27,really,"Clarity + Accountability will have your #nftcommunity really putting trust into you. 

you want ppl that like the #nftproject but you need trust also! 

&amp; EARNING trust is important.💙
Join us: https://t.co/XeQJGRvgex 

#nfts #nftartist #nftcollection #nftcollectors #nftart #nft https://t.co/DCxQQXAF1R"
0,27,transparent,"If you are planning an #NFT project, here are my essential tips:

1 - Create a world, a story, a life via your #NFTs
2 - Derivate from famous or go wild; wild is where big money is
2 - A business model
3 - Aggressive Roadmap
4 - A marketing plan
5 - Be transparent

#nftartists https://t.co/dnUuVqYpja"
1,27,transparent,"With more volume getting traded on the peoples NFT marketplace #X2Y2, more people are starting to see reason why real decentralization is necessary when it comes to NFT trading. 

I use more of #X2Y2 to buy and sell my NFTs because it is very secured and transparent. @the_x2y2 https://t.co/QElURLRv7R"
0,27,definitely,"In my linktree in bio (https://t.co/34zT0MChrJ) I added my public opensea and solstead to show my NFT holdings. 

Just trying to be transparent as Ive gotten some new followers. It’s not all my shit, but definitely the main projects I hold and stuff that I keep in cold storage. https://t.co/kdOamMDEL3"
1,27,definitely,"Trust me when I say everybody that hops on 
@enevtihq
 is definitely going to win. Either you're on as a creator or a fan, Winning is still certified
#ENEVTI #NFT #NFTCommumity $ENVTI
#NextEvolutionOfNFT https://t.co/59ITXe52U5"
0,27,blue,"@NFTethics @Bitboy_Crypto @Pluto_Alliance Bitboy shills a microcap project he owns as part of a blue chip list… 

Elon says Tesla stuff…

Bitboy: These are the same!"
1,27,blue,"People gambling for the next mint to  blue chip flip, you have a 1% chance to grab a blue chip this early on #NFTs are about community stay in on those good ones, buy &amp; contribute to real #bluechips or you'll just get burned from good marketing #Solana #NFT Trust I've been burned"
0,27,make,"8/
Moral of the story is, learn quick, make some mistakes, do your research, invest for the future, choose a small number of projects to really understand, don't worry about missing out on NFT drops, step back from the screen every now and then and JUST ENJOY LIFE! https://t.co/R43sUPBv3x"
1,27,make,"A brave #NFT newcomer. Art that makes some people uncomfortable isn’t easy to share but it’s so important. We love all dragons, the more diverse the better"
0,27,trust,NFT literally goes against everything power rangers so of course the massive corporation would ignore that fact for money I’m not even surprised Hasbro pulled this shit never trust a company that says they care about the planet.
1,27,trust,My profile picture is actually a hexagon too but the nft is a picture of a circle so it still looks like normal just trust me on this anyway if you Venmo me $20 I’ll give you the nft and you can be cool like me
0,27,nft,Check out Transparent Mate's #8 by The_NFT_Don at https://t.co/IIGZbERB3o #NFT! https://t.co/kci06IH1Ka via @cryptocom #nft #nftart #nftcommunity #nftcollector #nftartist #crypto #digitalart #cryptoart #art #ethereum #opensea #nftcollectors
1,27,nft,"'Trust'
A feeling of firm belief in the reliability, truth, or ability of someone or something.

Graphite on 80gr brown paper.

https://t.co/MmYDi7eDC4

#nftcollectors #tezos  #NFTartist #NFTcollection #CleanNFT  #NFT #XTZ  #NFTartist #NFTartwork https://t.co/ef2m94RMgS"
0,27,project,"I make these nfts with a lot of love and effort, I dedicate myself to improving the design and how they will look in the future, I do all this with love, I know that my project will change and improve lives, trust me ❤ #NFT #NFTs #NFTGiveaway #NFTCommunity #NFTartists"
1,27,project,"@mekamate @BoredApeYC @ToolsOfRockNFT @jjhlane It’s a cool project! I would love to collect and/or work on a project similar to @ToolsOfRockNFT that amplifies Black musicians who make genres like rap, R&amp;B and afrobeats. 

I’m all for more diversity in the NFT community 🙌🏾"
