,Topic,Word,Tweets
0,29,roadmap,"Trust me. Give @BreakClubNFT a shot. Join the Discord and see our roadmap for The Hobby.  Great people, great engagement &amp; fun. It’s what the Hobby should be for you!

Mint a Break Club NFT token and be some part of something special. 👇"
1,29,roadmap,"Need help looking for a new NFT project?

Here's what you should find out about them...

-Short and long term goals
-well formatted and realistic roadmap
-A transparent team 

#SloothzhangwithSloothz"
0,29,term,"Make sure to move NFT projects in the profit short term, to invest in projects with equity for long term utility. There’s ALOT of opportunity short term but floors drop, and a lot of projects DO NOT go up. We’ve been doing this and you create a bankroll of blue chips 📈"
1,29,term,"GM and amazing Saturday to all!!
 This is one of my latest pics from my long term project where science and art reflect that ""Nature"", as we know it, does not exist.
There is an amazing book coming along and I trust #nft will help me fund it!
""The Fall of Nature"" https://t.co/ZDCDWCQg8T"
0,29,long,"My long term OTCs and why... 

$DDDX - #3dprinting Growing business with transparent management - first of hopefully many aquisitions completeled - ROCKSTAR team 

$CYIO - #Crypto Lending - Crypto platform - NFT exchange - Real estate NFTs - growing business in hottest sector https://t.co/H481CQhM6O"
1,29,long,"Our initial design of the ‘’ Asian ‘’ female race.

Captured within here includes those of Asian descent. We look to embody their traits along with incredible features. Our beautifully designed art displays the beauty every race in our diverse world!

#NFT #NFTCommmunity https://t.co/2aJ2RD0FQN"
0,29,transparent,"U got sincere and transparent questions about @enjin

Don't miss the AMA with @witekradomski and @calebapplegate on reddit in about 1.5 hours.

#Enjin #efinity #NFT #AMA #PlayAndEarn #roadmap 

https://t.co/HTqPZI3cGp"
1,29,transparent,@lior_eth @yugalabs you honestly believe yuga is the only transparent project  with morals and a trust between holders and their community? Well then do I have the alpha for you :) look no further than @psychedelic_nft
0,29,nft,"“mirror”, when speak about nft or web3, the first thing that came to mind was screen and intangible things which gave a very lonely feeling so my idea to photograph this project is photographing them through “mirror” (transparent mirror) https://t.co/he84qiDhWM"
1,29,nft,"From Corruption to Transparency
From Discrimination to Equality
From Hate to Love
From Division to Unity 🌎🕊️

Please support our cause:
https://t.co/Dgl3YncYJ8

#nftart #nft #nftsforfreedom #NFTCommunity #NFTProject #Bitcoin #blockchains #HumanityFirst https://t.co/4MeCfv7l57"
0,29,great,@jf_nft Listening to you all in the chat right now. Really great and diverse conversation. :) I’m minting this on @withFND tomorrow morning! https://t.co/3CNjHMkY41
1,29,great,@NFT_Justin @frescosNFT @fudbuddies Def @nftghostchain for the G! Transparent leadership and great community. 👻👻👻 https://t.co/qqEK95ZbDP
0,29,community,"We want to hear from you💙

Q: You bounce into a brand new #NFT community. What are the core aspects that will make you stay and engage? 

Our top 3👇

1⃣ Trust, Trust and More Trust! 
2⃣ Great Art.
3⃣ Active Mods. https://t.co/sFbH9FxNTB"
1,29,community,It feels good to trust the NFT community you’re in!
0,29,transparency,Stay tuned for AMAs next week with the founders of Baby Devs #NFT! Our team will be fully doxxed and we remain focused on the longterm success and transparency of the project! Join us on discord and let's grow together! #wagmi #NFTCommunity #NFTGiveaway https://t.co/YLY2NeGmyh https://t.co/VQ8YeSh4sS
1,29,transparency,@SuperRareRoses It's clear to me that auction houses want to capitalize on the movement in the NFT market but clearly do not care for the values of transparency that are so prevalent here 🤷‍♀️
0,29,team,"Imagine having the opportunity to mint diverse, amazing characters that you own the rights to, and co-creating a brand new entertainment IP primed for the masses. Books, series, toys, more. Proven team.

It's not a ""what if"" moment. We're minting now! 🤝 https://t.co/5ln89WtsT7 https://t.co/uinjbV5E2K"
1,29,team,#NewNFTProfilePic NFT by @fvckrender !  Trying to spread the word about @reli3fxyz . Great cause &amp; great transparency by the team @andrwwang. 🇺🇦☮️ Just need that OS Verify ✔️ @opensea https://t.co/7McwcP2uFn
0,29,project,"Our next project spotlight &amp; triple giveaway for holders is now live and this week we are shining a light on the awesome @LilDreamerz ♥

Much love to any team that is determined &amp; transparent after having their mint sabotaged by Fudders! 💯👊

ELVEN holders can enter in Discord https://t.co/nZfsmc6TXq"
1,29,project,As an investor in NFTs or Crypto projects. Do you feel that the team(s) you’ve invested in provide enough transparency into what is happening with the project? #nft #NFTCommunity #Crypto
