,Topic,Word,Tweets
0,16,okay,"4. You will FOMO. And that’s okay ☀️

Trust that you made the right decision by not aping in and know that there will always be plenty more opportunities to come. After all, the NFT world is your oyster 🌎"
1,16,okay,"@youngboyninja @IGiveMenHIV @OBJowe6616 @TeeOp_ @TheStarshipNerd @kanyeeescottt @TexanicoYT @NotNight_V3 @DumbThread @shanshobtw @BBart_ll @damiancuhhh @P0VSHAKA @unixks @KhalilsPriv @ToasterLad1987 @ybisbetterifear @haileeasseater @TheRealMEEKGEO @smurkiojay @GriffinGuyPete @mrfancyMD @yb_isDrip @MightyRavenger @k7tsu_ @NBAJojo4kt @Desertuu6LFC @water_SZN @INSHALLAHYB @Cybased @AriesTwinn @quecelos @block_own777 @NBALegoJoker @AnnaGoldsmith14 @okayyfaby @joufyagmr @BigDracoSosa @JeanSch07933101 @mrctracy @CarenWrites @sugardaddyjj8 @YOUNGB0Y4KT @twinhypeback @yuhnte @jayreincarnated @YBClearsAll @kennethbill111 @JBXYE @Vixbyyy Bots, assemble.
I need a sugar daddy I need a sugar mommy my coinbase metamask trust wallet got hacked I can't access my account my instagram got hacked I need someone to write this essay I want to invest in crypto I want to buy an NFT what NFT should I buy what is an NFT Help me"
0,16,make,Look at these fierce gender diverse #changemakers they’re all golden! Never met a project work so tirelessly for their community as @takeupspace_nft - be the change you wanna see in the world and join us! #NFTCommunity #GenderDiversity #LGBTQIA #BIPOC
1,16,make,@JeyRamm @Paddy_Stash @liquiddensity @brandonmighty @iamcfw @DesLucrece @ZackRitchie5 @GxngYxngNFT @jakethedegen @tiffatronn @whatisrealart @grelysian @marloljohnson @ilyakazakov @osf_nft @Waxbones @luispon_c @proof_xyz I’m also trusting the artists to deliver the pieces we’ve agreed on. Trust is what makes the world go round. And good people yield good results.
0,16,saying,"A box for my sister &amp; she keeps saying “So beautiful” “I like every piece” “So Cute” “Diversity &amp; So Cool” for half a hour.

Great Piece by @muninsnft #BSIDECollection #BSIDEExhibition
✅https://t.co/awPkYMC7ey

#NFTJustForFun #NFT
#Ethereum #CryptoArt
#NFTCollector #NFTCommunity https://t.co/koMdzWu8gp"
1,16,saying,"I've been saying that knowledge in the NFT space is the most valuable asset. 

Starting to think there's another that's at least on par: trust. 

Everyone in this space has been rugged. Trust is invaluable. 

Anonymity is okay— just be genuine."
0,16,mint,"Two pieces of advice for someone who is just entering the NFT world:

1. Invest in projects with management teams who you believe in (Don’t just mint every project trying to get rich, trust me I’ve tried 😅)

2. Be level headed during the highs and lows - Easier said then done 😉"
1,16,mint,"Last chance to get a beebop only 7 left @ 0.01eth these are the v1 collection of 100 for the @MetaBotClub and will let you mint one of the 2.5k v2’s for free which will be minting at 0.05 eth

Team is open, transparent and very active. 

#NFT #staymeta

https://t.co/bWBh152tcg"
0,16,theyre,"My friends @mr_koepa and @seafish instagrams got hacked also bitcoin wallet was hacked on coinbase and metamask, and trust wallets! who can help them write this essay also need a logo designer and they are trying to buy nudes!!theyre also looking into NFT’s"
1,16,theyre,"NFT and Crypto companies aren’t engaging in ethical advertising, I can’t open my phone without an app trying to throw it in my face even tho my algorithms and permissions clearly indicate Im not interested, it’s a scam and theyre excited they finally found a way to manipulate us"
0,16,people,"my main focus since i began minting &amp; listing was to create transparency &amp; have a way to show people exactly what im trying to do. so far its been lit. First #NFT album debut 4/19/2022. WL .3 #ETH for ownership. ask about it! 

#NFTCollection #NFTmusic #NFTart #NFTs #NFTartist https://t.co/qmX9r42O1J"
1,16,people,"@joinhitpiece How in the f*****g world will I get paid when neither my record label nor my distribution company knows anything about this. You scammed people &amp; fans. https://t.co/i3B5gPTNMR

~~
cc @KevlinHenney (your article on #NFT &amp; trust has already come true)"
0,16,bad,"@NFTethics Holy shit. @zachxbt must be doing bad things to himself while reading this. 

This is insane"
1,16,bad,"In the months since, I've seen artists I've respected FOR YEARS, with a lot more talent than me write twitter threads like ""Trust me, soon there won't be money there will only be NFT."" and ""All the bad stuff is true, but consider how much fun we're having in the NFT community."""
0,16,trust,"@Cheesy_NFT I would spent it on @bubblegumkids_ You can trust me on that because I did spend 0.3 on 4 kids  in the last few hours! Best PFP in the NFT space and a community that is looking to build, slowly. You'd probably love it..... https://t.co/uTneqiWO9U"
1,16,trust,"the reason why most NFT YTbers views are going down right now is cuz they disrespect the intelligence of their audience by promoting not so great projects.

once you burn someone's trust, they're not coming back especially if there are better options"
0,16,like,"Msg to all #degen. Are you tired of hopping NFT projects, living in constant fear of being rugged? Trust me when I say that joining @ApeReunion feels like coming home after an exhausting journey. Come HODL with us as we watch this amazing team build the future of Web3 #ApeReunion https://t.co/NpZ6F5MwT2"
1,16,like,"@cryptoshackclub @IamNGupta8 @FunkQuality @like_Anna8 @allnick  @cryptoshackclub is about to explode 💥👀⛳️.  P2E Function Golf Game Earning WRLD token, NFT Land drop for Members, Solid Transparent Founder and Team since day 1, Kick Ass fun TIGHT Community, Deflationary System, IRL Facility and Sponsorship$"
0,16,nft,"made a nft. please deliver me the cash in bags and bundles. i will pay taxes on it when i get those millions, trust me. https://t.co/iiSUwYbD4y"
1,16,nft,Just got my @OnBoard_NFT happy to support @cardano_salad &amp; @ConnoisseurCnft. 2 ppl I know i can trust in coming through with their goals. Much ❤️ https://t.co/gd9P5fmJ3L
