,Topic,Word,Tweets
0,28,ago,It's an amazing feeling seeing the seeds I planted in the NFT space 4-5 months ago finally starting to bloom. Be patient and trust the process! Devs are doing something 🙂 #NFT #NFTCommmunity https://t.co/FPjOAFVArd
1,28,ago,"Besides the artwork itself, 1 of my favorite things about the @DizzyDragonsNFT project is the active and engaging community &amp; the transparency displayed by the team behind the project.
#dizzydragons #dizzygang #nft #nfts #NFTCommunity 
Join the discord  ➡ https://t.co/hk4LLveVJY"
0,28,say,@zachxbt @NFTethics @fRiENDSiES_Ai Dutch auctions here are never about the community. It's just prof maximizing. All projects who say otherwise are just lying - unless they stay true to the DA and refund prices paid above final successful bid.
1,28,say,@LFCmike_ @JobIesss ratio + I lost my metamask trust wallet I need a sugar daddy crypto NFT bitcoin I need a logo i need someone to do this essay for me my account got hacked
0,28,right,"12/ The premise of #Web3, and the beauty of where we are right now, despite the scams and rug pulls, can be seen at large as we journey through this Cambrian age of explosive creativity, diverse creation and collaborative building in the NFT space. It is a wonder to behold. https://t.co/jCfESKv7or"
1,28,right,"Amazing Space hosted by @coinbase happening right now with some NFT legends (@garyvee, @worldofwomennft, and others..)

@DrifterShoots: ""Authenticity, transparency and passion WIN when building communities"". 🔥

 https://t.co/rzUV2UOUSC"
0,28,year,a massive FEMALE LED project launching soon!  @diverse so much achieved by a 22 year old 🤯@Mainhoodgirl #diversenft #nft #nfts #nftcommunity
1,28,year,Put me in the movie and let me voice my cat immediately. I will legitimately cause such a scene your movie will be top grossing of the year if you hire me. Trust me I was made for this. I will take the role of first nft celebrity https://t.co/pd7s3lgUB9
0,28,thing,"DON’T BUY AN NFT UNTIL YOU READ THIS 🧵

NFT volume is at an all time high. Every day another “blue-chip” project with 100k discord members emerges. How do you know which teams to trust, or whether to flip, hodl, or ⚰️🤲 your NFT? You need to understand this one thing…"
1,28,thing,"Trust the Process 🏆

Whenever you get into learning something new 🎯

Or when you are in the process of creating and expressing yourself...

There are going to be ups and downs along the way  🚀

Enjoy the journey as much as the destination...

#nft #digitalart #web3 #creators https://t.co/SzvUBYrj0i"
0,28,money,Still on the grind and I have 2 days remaining before I start hiring some of the promotors. #NFTPromoter #NFTProject #NFT #NFTCollection if you are not following me I can't spend my money💰 with you. Trust your boss! I am Juice and I approve this message. 💜🐍
1,28,money,@grenvilleriley @Avaxpio @VMTycoons @Underground_nft @swarms_ai @CosmosOnBlocks Yeah its sad mostly that i was supporting them and talking about them on my twitter thats the worst part not the money i can make more money its going to take a while to build up peoples trust again
0,28,know,"That's pretty close!

We're doing the best we can to create an incredibly diverse roster, so that every single one of you has amazing NFT drops to look forward to.

Quality is the #1 factor, so regardless of the industry, know that we'll have more real stars lined up for you!"
1,28,know,"It still boggles my mind that I've done trust-trades for punks with people here, people who's name I don't even know, holding my NFT worth $100k+. Reputation matters around here. Would you trust me to hold your Punk/BAYC/Pegz?"
0,28,people,@NFTethics You are anon and haven’t even given your wallet address. There is no way for people to trust you aren’t affiliated/invested in any projects.
1,28,people,"Just to reiterate, I’m not at all worried about the short term price of $ZIL as it is a long term hold for me. I’m just curious about the moral and what people are thinking in this horrible market atm 💙✌️
#Zilfam #Zilliqa #NFT #Metaverse"
0,28,nft,"Checkout an amazing diversity-focused NFT collection ⚔️ Ancient Warriors Empire ⚔️ at @AncientWarNFT 

join the discord: https://t.co/uELoIK6Hj8
mint your warrior at: https://t.co/JcgmzUeA3Q

#NFTdrop #NFTs #NFT #nftcollector #NFTdrop #NFTartist #nftcollectors #etherium https://t.co/WEkU0neXxp"
1,28,nft,"🥚A diverse style of 2D NFT Collectibles with a price of 0.01ETH before Public mint! Get yours now before the NFT Drop!

https://t.co/KeQkJaz0bG

#NFT #NFTs #NFTCollection #nftart #NFTdrop #NFTProject #NFTshill #NFTsales #OpenSeaNFT #NFTartist https://t.co/LoPiEvFNdo"
0,28,trust,"Sold my $sos , can’t trust nft degens to bring it back up again 😂😂😂 taking the free ETH!"
1,28,trust,"@Carlini8N @PurrnelopesCC Big fan of the @PielandNFT preorder where you sent the eth and they delivered your NFT's and you don't end up paying gas or getting in the wars.  Obviously requires trust in the team, but it was a great deal and easy!"
