,Topic,Word,Tweets
0,20,world,"Introducing Proton OTC

The days of broken land sales, NFT mints and needing to trust your trading desk are over. Now any dApp building on Proton can integrate p2p trades. Read more here:

https://t.co/wGCd02xLQs

Decentralize the trust, decentralize the world.

#Proton $XPR ⚛️"
1,20,world,"I've been in the #crypto world for a few years now, and what I've learned from hard lessons

is that projects with a good team, clear and real objectives, transparency, and a good attitude, is what leads to the success of any project
#NFT #NFTCommunity
@Gyris_official #Metaverse https://t.co/iAJQFUmUiG"
0,20,talk,"@mp__nft we are talking ethics of buyers and sellers. Yesterday one of the project owner just vanished by taking 50000 ADA. (Fish bowl gang). Most of the projects are not doxed, lot of rugs.  I think there are no ethics left in this space. #CNFTCommunity"
1,20,talk,Been talking it over with people I trust and was told I should make the Ravens launch date on Friday May 13th. Since lots is going on in April nft wise. Also rarity chart and every will be in place. What do you guys think? Alternative suggestions?
0,20,diversity,Have you heard of @worldofwomennft? The amazing artwork was hand drawn by @YKarkai WoW promotes diversity in the NFT space and are constantly giving back to the community. An airdrop is coming soon for all holders! Looking forward to it #NewProfilePic #WoWNFT https://t.co/cr7OKmNHNw
1,20,diversity,Physical #desertminis that comes w my #nft is here! Thanks @_alexmaceda_ ! Which other artists should I consider supporting? Looking to help increase diversity in the space &amp; discover beautiful gems✨ good social causes 😍 @VarvaraAlay @jaiillustrated @charleskoh @mai_on_chain https://t.co/wRgkxRNdZC
0,20,community,"Doesn't matter if it's a bull or a bear, trust the process. 
.
Whitelist applications are opening soon! ➡️ https://t.co/mBwcvOBlqc

.
.
#nft #nftcommunity #nftart #nftcollector #nftcollection #nftdrop #nftartgallery #nfts #nftmarketplace #nftcrypto https://t.co/zWLL9GXlXj"
1,20,community,"⭐️#Defina Transparency Report⭐️

Have more questions? 
Join our discord and chat with the team and the community😉

🎮Discord: https://t.co/ptuBR06R4p

Read more here🔽
https://t.co/HMdH3vEJOq 

$FINA #Metaverse #NFT #Crypto #GameFi"
0,20,diverse,"Thing 1.  The community is diverse and amazing.
Thing 2.  The art is dope.
Thing 3. It doesn't stop at art.
Thing 4.  We're giving away a freakin' Oculus!

Bobby Rabbits NFT - Join the Rabbits!!
https://t.co/j0dT9unusu
#NFT #NFTCommunity #SolanaNFTS #Solana #Crypto #giveaway https://t.co/hhYC13cldt"
1,20,diverse,"This is it.

#nft #NFTartwork #nftart #diverse #1of1 #art"
0,20,people,"In the future, I think having a diverse panel of different people from the XLM and/or web3 community available to vote on the pieces, would suit this type of NFT contest better. Kind of like the Grammys does."
1,20,people,"last post on this, but even tho I didn’t make any of the raves yet, I’ve seen videos on peoples stories and it’s 100% the most diverse NFT community lol which makes this even funnier"
0,20,web,"Building off last week's post (link in comments) where we highlighted #NFT projects &amp; collectives building inclusion and diversity in #web3, here are 20 more:

1. @PastelPersons
2. @TheRoyalsNFT 
3. @90sbabesnft 
4. @FlowerGirlsNFT 
5. @cypherchk 

1/3 👇
https://t.co/JfEw0XOHzi"
1,20,web,The Milkha Singh NFT Collection is now live on https://t.co/ALykDUbXrE. This collection is in collaboration with the Milkha Singh’s family. Part of the funds go to the Milkha Charitable Trust which works for the underprivilege and also encourage sports. #milkha #sports #web3 #NFT
0,20,racism,"All this drama about #bayc &amp; #phunks #racism and Twitter shouting matches got me so grateful that I’m a part of @ExpansionPunks community that stands for DEI 🥰🏳️‍🌈
I called it earlier that #NFT projects with a clear ethos and message will set the standard for 2022 💯 #xpunks"
1,20,racism,"Nasty Joker, a #NFT Collection and community united against racism, bullying, and discrimination. Let's make the world colorful.

500 Available 

Grab yours now 
https://t.co/Z3fCI56Jep

Discord: https://t.co/qLoGSCh9At

#NFTGiveaway #NFTCommunity #NFTprojects #nftcollectors https://t.co/tj0P3ZrqGn"
0,20,space,"Hey, I invite you to be an important part of this journey. My first collection on @opensea is my big first little step. I believe in myself and it isn’t easy to jump into this space with my lifetime documentary artwork. #NFT

Trust, you won’t regret.

https://t.co/GFF4fHij0A"
1,20,space,"Looking for an inclusive, welcoming community? Check out @M_S_O_W

The creative energy in this space is mind blowing 🤯. The artwork is unique, the lore gives the project depth, and the team are open and transparent.

Check it out

@unchained_ninja
@Anonn_eth

#NFT #NFTCommunity https://t.co/odFeDccTlI"
0,20,nft,"I painted this 7 foot wide triptych, “Moth,” in 1993. Full image plus two details including frame. Collection of Roundtop Trust #moth #triptych #narrativeart #mothtoaflame #thelure #insectart #insectsinart #representationalart #NFTCommunity #nft #NFTartist #nftart https://t.co/rEzEr8EyW4"
1,20,nft,"I'd like to welcome equality and diversity activist @AmalFashanu into the Metaverse 

#nft #nfts #nftcollector #nftcollectors #nftdrop #exclusivenft #superrare #rare #nonfungibletoken #cryptoart #cryptoartist #nftcommunity #cryptoartists #digitalartist #digitalartwork"
