,Topic,Word,Tweets
0,15,trust,"Build trust! When people trust you, they feel more confident to make a purchase from your NFT collections.😉"
1,15,trust,@23palms Ptdrr tu sais qui est stephen curry? C'est Yo please metamask trust wallet eth staking i need a logo damn gfx reply bot nft opensea how to wallet #bitcoin
0,15,ada,"I couldn't help myself. Grabbed another #handies If you're new to #cnfts and are looking for projects with an affordable entry point; check out 
@HandiesNFT
 
Insane artwork by 
@GoldenHandNFT and #transparent team behind the  #comics #artnights #cnft #nft #cardano #ada https://t.co/bOdIqKaAgu"
1,15,ada,"By making the NFT metadata URI point to an https://t.co/x8f8ixDv4O microVM you can ensure transparency and decentralization while keeping the NFT mutable.

All mutations can happen in https://t.co/x8f8ixDv4O database entries (all hashed, signed and timestamped onchain)."
0,15,day,"Late night scheduling 🌝

Join our Warriors space today covering NFT Diversity:
🚮 Jungle Freaks depravity
🗽 #NFTNYC from the outside view
✨ Special @AncientWarNFT announcement  

**5pm EST / 10pm WAT**

 https://t.co/qWgnbnYEV5"
1,15,day,"#NFT are all about what you like and i would hang this in my house any day. 

And the team behind @DegenApeClub are so transparent and loyal to there vision of just doing everything organic.

#Doxxed team member @ClerkBSC is always live on @Twitch doing #NFTGiveaways 

Comment https://t.co/SX8RIBHZTy"
0,15,word,What if we used the blockchain to end racism? Like make the n word a NFT and then someone buys it (make sure it’s not a racist person) and then it’s out of circulation.
1,15,word,@big_business_ She love NFT’s too can’t trust her word nowadays
0,15,matter,"Hey @BALLERZ_NFT community! No matter the colour of your skin - black, white, brown, alien, zombie 😉 I hope we can all agree that there’s no place for racism &amp; intolerance both in sports and in life in general. Last chance to get in &amp; support the genesis project of @etchedNFT!"
1,15,matter,"The Pride Führer is here! and he comes to raise a new Reich of love and equality, where everyone is happy no matter who you love.

Gaytler is a unique collection of 40 limited #NFT created by vector artist Renomartin.
https://t.co/9DKi0jJjVj

#NFTCommunity #nftcollector #NFTs https://t.co/D8Lft0SSMu"
0,15,literally,"One of the best things I love about the NFT community is that we can connect with people from so many diverse backgrounds where art, music &amp; technology for web3 is literally what shapes the culture."
1,15,literally,"NFTipi here acknowledging:

The NFT Creators Co op club I admin &amp; facilitate almost daily on CH since March 2021

Advocating for Cultural diversity, gender equality, &amp; NFT diverse media

Also here on Twitter spaces! Hop in anytime as quite literally happy to  check in w you ✨ https://t.co/iU40iCwKlK"
0,15,space,"@NFTethics @iris_luckysloth @moonpay @isotowright I think you’re doing good work in this space, but I really don’t see how any of these questions need to be answered.

They get alpha. They’ve worked hard to put themselves in a position to get it, they’re going to use that alpha

Seems like they’re doing a lot more good than harm"
1,15,space,"IMO ethics lost a battle today.

""Historical NFTs"" are 💯 tainted.

It'll be an uphill effort to adopt ""Vintage NFT"" term. 2021 moonbois already started co-opting that too..

Big influencers want to reward empty narratives instead of boundary pushers. Bad for the entire space."
0,15,solana,"This! If you guys believe in the team and trust their process, it will pay off big!

We are still very very early in GameFI, especially in solana chain !

#GameFi #NFT #Solana"
1,15,solana,"👀 🔥 Smoked some weed and read their whitepaper. This must be the best upcoming solana NFT, with a transparent team and real game development studio. Go follow @BattleDronesNFT #SolanaNFT #NFT #NFTs"
0,15,ape,"@Thenizzar @SuperlativeApes @NFTethics im so happy that im apart of #SlapeFam never woulda thought i could find people that are so nice and supportive on this space,truly the best community 💜"
1,15,ape,"If you think police release bodycam footage two days after they kill someone out of the goodness of their hearts and in an effort to ""be transparent,"" I've got an NFT of an ape to sell you."
0,15,nft,"👒NEW NFT listing @worldofwomennft

World of Women is a community celebrating representation, inclusivity, and equal opportunities. It gathers a first-of-its-kind collection featuring 10,000 #NFT artworks of diverse 

🦋Be the cool girl:
https://t.co/yI0x25XKrR https://t.co/KQQSIXAmat"
1,15,nft,Hey ppl please check this out! @diverse is gonna be the next blue chip! There are only 42 NFTs below 1 Eth and only 69 below 47 eth. Join our community 😍 https://t.co/phCyC1SCON                               #NFT #NFTCommunity #NFTGiveaway #nftcompetition https://t.co/pkqlvxSuUh
