,Topic,Word,Tweets
0,11,open,"@NFTLuffy A new drop! #videoart #NFT on @opensea
As part of the @Decentrazines collection,
including a large group of diverse artists! 
Thanks @TheEsportsPlug for the invitation!
'Cybernetic Dream':
https://t.co/Yz4VIhf2yR

#NFTCommunity #nftcollectors #cryptoart #NFTcollection https://t.co/B2p9QDm1hI"
1,11,open,@opensea_support metamask lost wallet hacked coinbase opensea NFT binance trust wallet + ratio
0,11,mint,"1/22

The NFT space is rapidly moving towards a zero conviction/zero trust game and TBH mostly founders are to blame.  Cash grabs are getting worse, projects mint out then founders stop caring and worst of all rug pulls are still happening with no consequence."
1,11,mint,@NFTethics @Obluda777 @SadBotsNFT chill mint is just 0.15
0,11,dev,"@Saidler $TRIAS.
- 3 interlocking ""Layer - 1"" networks, securing trust in autonomous systems. 
- #Triathon #NFT #Metaverse, functioning as a #GameFi'ed testing platform for #blockchain #VM's.
- Excellent dev team with highest honors
- 124 patents pending (Partnership Huawei)
- 50M mcap!!"
1,11,dev,"📰 The partnership with @SCMPNews is an important milestone in our quest to incorporate diverse cultures &amp; histories in @TheSandboxGame gaming NFT Metaverse

SCMP is a leading global news company and we will develop together interesting cultural content into their 24x24 LANDs 👇"
0,11,active,"Need that Alpha?
 @Ethermon_NFT is unarguably one of the best #NFTs project out there🙂.

OG #P2E NFT game since 2017🦍. 

On a collab with @CoinMarketCap you should only except the best from $EMON put together with active community rewards and trust worthy DEvs, lol #1000xgem 🔥 https://t.co/gfGyVkR2yk"
1,11,active,"@ohhshiny @worldofwomennft @ZodiacFriends_  isn't just contributing to the conversation around diversity &amp; inclusion - they're putting those discussions into real application, actively supporting emerging artists of Asian identity and breaking barriers of visibility in the NFT space. https://t.co/u7BjT7W5ZB"
0,11,trust,.@voorats lost their metamask trust wallet eth instagram hacked nft crypto stolen essay sugar daddy account hack nft need money needs a graphic designer needseditor looking for commissions commissioner art SOMEONE HELP THEM OUT
1,11,trust,"$SOUL Have you heard about #wildcardgame @wildcardp2e? I have and it's great !! Hold the vision, trust the process. #NFT Join our community !! -&gt; https://t.co/C9ayq6K3vf https://t.co/kXmYq4ijEU"
0,11,project,"With ETH, BTC, ADA and other #cryptocurrencies being down, does it affect your trust in the #NFT &amp; #Metaverse ? What needs to be changed to see projects selling out again - roadmap/utility or the raise of #cryptocurrencies ?"
1,11,project,"Very grateful for people who have been involved in helping sort out the details of this KOTD NFT project. It's huge, with many nuances we didn't anticipate, but the most important thing is to develop trust and transparency through battler involvement. Contracts, revenue (1/2)"
0,11,transparent,"Voltura is seriously one of the most professional and transparent operators I’ve come across in the NFT space. To say I’m bullish on him and his team is an understatement. I’m currently holding 5 x full sets and I wish I had at least twice that many. 
This project is going places"
1,11,transparent,"At #Spark, we want to solve the transparency problems within the #NFT world ✨

Everything on the SPRK platform is done on-chain, meaning all activities are trackable, transparent, and true 💫"
0,11,community,"Yep, that is nearly $ 6 million USD worth of tokens. @Befasterfit used the heck out of our NFT's utility. Thank you for the trust! 
Pre-sale open to the public for 3 days - https://t.co/1fh1Gs1Htr
The members of our discord community get a special mint price. Few left of tier 2. https://t.co/8dDfv7v0Cn"
1,11,community,"The #Sqwizz fam is growing! So close to 500 incredible (and real😀) members on discord!

Come join us on our mission to build a diverse and inclusive #metaverse for families.

https://t.co/k8XgKleTDN

#nft #nftcommunity #Parents #familyfun https://t.co/h9AfqFNNLd"
0,11,nft,"Web 3.0 Crypto and NFTs are just the tip of the iceberg of what's coming. Soon, blockchain tech and metaverse will change how we view countries and governments. Bring more transparency and control in people's hands than the states. Self-governance. #opinion #nft #Blockchain"
1,11,nft,"@worldofwomennft is not only a fantastic project, it has also the best community and the greatest cause of them all, bringing diversity and equality to the nft and crypto space! @LoganPaul knows whats going on already! Come join us at the discord! https://t.co/gZUhDfe5mD"
0,11,team,"#Roostr #Roostr #Roostr #Roostr #Roostr #Roostr #Roostr #Roostr

from @chikn_nft

Mint: Apr 14 
Time: 23:00 UTC 

Price: 
Round 1: $EGG amt TBA.
Round 2: #AVAX amt TBA

I'm going to be minting like crazy, because #coqfights &amp; I trust chikn team!

For more: https://t.co/FWR7zyVFFh https://t.co/o7EhnTWWCp"
1,11,team,"Very hyped on @apegeinu #BSC 

Apege Inu setting a new trend in the oriental Crypto- #NFT’S Swap, Game &amp; #Staking 

community driven business making crypto safe &amp; transparent for everyone 

#Safu team , chart is looking for entry 

https://t.co/cIdiy2Hlul

https://t.co/e0nE8MZuW7 https://t.co/2IsosGHpNl"
