,Topic,Word,Tweets
0,30,wallet,"@hangover7771 @LillyFinance Yea, because creating a token is exactly the same as creating a whole damn wallet with an integrated swap function, and NFT market.  Not to mention the fact that one passed a Certik audit with flying colors and the other passed a self audit using the trust me bro rating scale"
1,30,wallet,@flagnetwork_NFT I have not received a airdrop tokens into my trust wallet yet?
0,30,account,i need help recovering my hacked Coinbase NFT instagram meta mask and trust wallet account right after i get help writing this essay assignment
1,30,account,@Loopifyyy @NFTethics I think the account might’ve been sold.. been doing some weird posts lately
0,30,profile,"New profile pic the art work on @FrogClubb goes hard each one looks soo unique and the dev is working hard and a transparent guy great project can’t wait to see it grow 

#nft #magiceden #futureofnfts #grindbabygrind #blessed #financialfreedom https://t.co/FzvTvltUg9"
1,30,profile,@J_Money416 @diggstape Can’t trust a guy with another persons NFT as their profile pic
0,30,pfp,"@NFTethics @fRiENDSiES_Ai I don’t like this bc 

a) additional rarities to early minters w/ a DA (encourage fomo buying)

b) top end of this auction is insanity for a pfp project"
1,30,pfp,"NFT twitter when influencers like @Zeneca_33 and @punk2476 try to launch tokens to bring transparency to payments they receive for advisory/promotion

vs 

NFT twitter when influencers sell their baby pics to buy blue chips or pump ugly pfp projects with shitty low quality art https://t.co/pXZsjesMgF"
0,30,scam,"@NFTethics While you immediately call them a scam, your evidence is lacking substance other then a few bans for unknown reasons. It’s dangerous to use your power this way without any hard evidence. Be careful"
1,30,scam,"E3 went from an hour of equity and ethics training to pushing a NFT pyramid scam to kids.   #E32021 

Hold this real quick https://t.co/1pwA3WIhGa"
0,30,link,1️⃣ 2️⃣ hrs for the much awaited reveal of @brittopopart's NFT ⏳ Did you know that we are using @Chainlink VRF &amp; Chainlink Keepers to build random &amp; automated raffle games for BRITTO® #NFT holders? 🚀 #Transparency 🤩 You don't want to miss out on this! https://t.co/zArP4evWSD 🔥 https://t.co/u9jhYYV71m
1,30,link,"Did you know that our platform was built with Transparency in mind?

If you click on this link --&gt; https://t.co/74e5DoRbCG

Then click on Stats. 

You can see NFT Purchases and Transfers happening in real time. 

Try it for yourself. You don't need an account to see the Stats. https://t.co/yBRit5S60G"
0,30,dont,"@0xSmokeyETH In #0xSocialClub we trust! One of the best #NFTCommunity in the #nft space!!! “And if you dont know, now you know!”🔥🎤"
1,30,dont,"I still dont regret making this 👀 

I support woman and minorities in this space, both. 
Which also means supporting a positive representation for said demographics.
There are many ethical woman. 
To name a few others:
@betty_nft 
@WomanNFT 
@wildalps
💓"
0,30,twitter,"NFT twitter when influencers like @Zeneca_33 and @punk2476 try to launch tokens to bring transparency to payments they receive for advisory/promotion

vs 

NFT twitter when influencers sell their baby pics to buy blue chips or pump ugly pfp projects with shitty low quality art https://t.co/pXZsjesMgF"
1,30,twitter,"@datboydudduss @Pessi_Grandpa @F1 @AstonMartinF1 Wait I thought you lost your metamask trust wallet, instagram hacked twitter facebook whatsapp snapchat account with Nft crypto wallet database of onlyfans and fortnite csgo skins account hacked essay help
Ratio AGAIN ✅"
0,30,nft,"A planet with universal values we aspire to! 

#unification #interconnectedness #balance #equality #NFT #NFTdrop #cat #CatsOfTwitter #nftcollector #NFTCommmunity #nftart #ZEN #knowledge #evolveofself #presence"
1,30,nft,"Updated Wallet for transparency:
@psychedelic_nft 
@StreetMelt 
🤝
All Love - Mack🤍 https://t.co/aiYxm5oE92"
0,30,trust,In @0xbustos we trust❤️ love the @vibingstudios team and the community! @BitmonWorld ain’t stressin about a thing💪 #nft #sol #solananft #solana #bitmon #solanacommunity #nftcommunity #SolanaNFTs https://t.co/9BMLTitLrr
1,30,trust,"In this Surgeon Punk you can trust, he knows his job.🙌

Check out: https://t.co/Y05fBJZtNa

#nft #nfts #nftart #nftartist #nftcollector #nftcollectors #nftcommunity #nftdrop #nftdrops #nftproject #polygonnft #openseanft #pixelart #cryptopunks #cryptopunk https://t.co/TQafKckF7t"
