,Topic,Word,Tweets
0,10,new,"Just a few reasons why I aped @Shibaclubnft new #NFT collection:

- dope art 
- HUGE community 
- future utility 
- $SHIB related 
- metaverse usage
- potential physical piece 
- transparent team

So excited for the reveal! 🐾🦴🐶"
1,10,new,"Minted three of these yesterday, it brings satisfaction to devour a fellow holders nft to create a larger more diverse nft of your own! It is all run on the blockchain and don’t worry you don’t lose your nft! It’s unique, it’s fun, it’s new! Check it out!"
0,10,price,"Fmale Collection on @opensea
👧👩‍👧‍👦👭🌈
https://t.co/8aeg2kHkWP
Fragmented #Equality 
Set 3 Neon
Floor price 0.1 #ETH
#EthereumNFTs #NFT #NFTart #NFTartist #NFTCollection #art #artwork #artoftheday #opensea #OpenSeaNFT https://t.co/tWyykXIAfb"
1,10,price,"#Ethereum price is rising! Now you can trust on Helma’s predictions and magic 🪄 🤗
#nft #nftart #nftcollectors #NFTdrop #NFTGiveaway #NFTs 
https://t.co/K7fiH4irnZ"
0,10,believe,"We *need* better comms:

Lack of transparency &amp; guarded messaging make TS feel like it is Dapper vs Users

We are left to guess DL's true intentions &amp; rationale for key decisions

I believe the team has good intentions for the community. I shouldn't have to guess. Some questions:"
1,10,believe,@ChillElephants is what NFT I believe will be the next possible 100x. While i diverse my portfolio still I couldn’t be more bullish on this project.  If you don’t have one yet I’m sorry for you.  #herd https://t.co/A1ezvgdw6M
0,10,mint,"For transparency:

The team will be minting directly from the CLI:
- 20 Noryoz nft will goto our Treasury
- 8 to the core members
- We wanted to give our mods their pfp as well, so thats an additional 8 nfts"
1,10,mint,"I hope everyone had a great holiday weekend! The new mint instruction will be announced only on our twitter and discord, 6 hours before the launch. (Please do not trust any other sources.)

#CNFT #CNFTs #ADA #Cardano #CardanoNFT #NFT #CNFTCollector #CNFTdrop https://t.co/owxsOVC0m6"
0,10,invest,"$LOOKS looks great with a ton of potential, but this thread examines pain points to consider when investing in this new platform

Rooting for them, but let’s hope these challenges are met head on, as well as ousting certain questionably ethical individuals…

#nft #LooksRare"
1,10,invest,"The Animxls Project Pro ✅ and Cons ❌:

✅Complete transparency
✅Long term security
✅Handmade dope artworks
✅Immersive Experience
✅Always reinvesting to improve
❌ You don't have enough Animxls

The Animxls are here to stay.
#ANIMXLSAREINSANE
https://t.co/22IkVmvCem"
0,10,floor,".@AzukiZen floor prices will be no longer affordable really soon 
do something about it 
react lol 
go get yours 
be part of the culture 
(shilling the top traded #nft collection is not a shill )
no promo no ad just me and my bias https://t.co/yQAsjLTr8v"
1,10,floor,"@HameerHussain ARREST @ToxicSkullsClub cuz it’s a crime for how low the floor is right now!! Don’t sleep on it, you’ll regret it trust me! #ToxicSkullsClub #NFT #NFTCommunity #ToxicFollowToxic https://t.co/eoiH9kYknu"
0,10,trust,"Okay, final result! Crypto/NFT✅
Here’s the bonus, web and graphics designing will also be taken for interested individuals. Good, right? 

We are bringing you the best team, trust us! We really can’t help but join our students in maximizing the break to a full length! GL💛"
1,10,trust,my trust wallet and metamask got hacked pls help elon musk NFT
0,10,project,@NFTethics @Crypto__Jesus_ @aatwts @haustwts but you know any project you tweet about gives off a bad vibe. there is literally nothing wrong with this one yet people will think its sus now because of your tweet. i appreciate what you’re trying to do but need to be more responsible with the influence you have.
1,10,project,"@Loopifyyy @dudistpriest_ @zachxbt based on zacks “definition of a rug” every project I was a part of isn’t a rug

all the big nft twitter accounts hold Azuki so the amount of bias is incredible 

everything so hypocritical 

it’s laughable"
0,10,transparency,"@goku_nft @tobylasso @garyvee Yea i as a creator and project founder, am a human. With children. And a household. I have realistic expectations of myself and the project. So far, no demands to deliver but genuine interaction with community and transparency
I am excited to move into the next chapter after mint"
1,10,transparency,"So what’s the solution? Provide a timeline and clear plan of action on what you will introduce and when you will introduce it. The community will appreciate the transparency especially at times like these.

Like and retweet if you agree! 🚀"
0,10,nft,You’re going to want to be the first to know about this project. Just trust the process. 🤝 #NFTCommunity #NFT #Solana #solananfts
1,10,nft,@JuJulikesnfts @NFTethics some of use kind of expected all along and loved you regardless we still embrace you no differently how this got out made it more serious then need be because those that understand the community understood how this could be a playful joke fr fr
