,Word,Tweets
0,ensure,"6/ In the same way, if you want everyone to be part of a decentralized world without any centralized control, you need to add mechanisms to ensure that certain actors do not start to gain that centralized control."
1,ensure,"How can we ensure #web3 doesn't repeat the inequality of the past/ present?

✊🏽Authentic representation.

🎓Educating &amp; onboarding people from underrepresented groups.

🏳️‍🌈🏳️‍⚧️More diverse leaders in positions of power.

🤝Accessible communities built by the people for ALL people."
2,ensure,"6/ In the same way, if you want everyone to be part of a decentralized world without any centralized control, you need to add mechanisms to ensure that certain actors do not start to gain that centralized control."
3,ensure,"6/ In the same way, if you want everyone to be part of a decentralized world without any centralized control, you need to add mechanisms to ensure that certain actors do not start to gain that centralized control."
4,ensure,"How can we ensure #web3 doesn't repeat the inequality of the past/ present?

✊🏽Authentic representation.

🎓Educating &amp; onboarding people from underrepresented groups.

🏳️‍🌈🏳️‍⚧️More diverse leaders in positions of power.

🤝Accessible communities built by the people for ALL people."
0,transparent,"Artists being able to verify the origins of their work in a transparent way, and buyers being able to see that verification - Yey"
1,transparent,"1/ It’s sad to see that the Russian people have so long been represented by leaders that have reflected everything that Web3 doesn’t stand for: repression of (political) opponents, censoring and suppression of the free press and lack of free, fair and transparent elections."
2,transparent,"60/ He proclaims to like transparency but tries to remain as non-transparent as possible by using large numbers of different aliases, Twitter accounts, (anonymous) wallets, offshore proxies and front men to hide behind and manipulate people."
3,transparent,Good take as usual. The wash trading still rubs me the wrong way but everything was transparent and if this is news to you you didn't DYOR.
4,transparent,"@brddtrvllr @Crypto__Jesus_ @aatwts @haustwts We communicate publicly, as transparent as the blockchain."
0,source,"18/ When countries get economically embargoed, they will always find new and creative ways to circumvent that. It’s no surprise that Iran became an important crypto hub and that TornadaCash is often used to obfuscate the sources of the funds for that reason. https://t.co/7zQcgmmoxU"
1,source,16/ We also have confirmation from multiple sources that the @NFT team and the Squiggles team (a team involved in many rugs) exchanged “staff members” (via Luxury Equities by Ali S. and Gavin M.) so it’s all far less innocent and much more connected/orchestrated than it looks.
2,source,"11/ The person in question is Beanie (Twitter handle: beaniemaxi) and we have confirmed his identity via different independent sources. Any evidence provided is from publicly available data and can be verified, in the true spirit of Web3."
3,source,14/ There is one Twitter source that predates BAYC by more than a year and another source from an academic William Allchorn who recently wrote a book “Moving beyond Islamist Extremism”. We have provided their explanations in the screenshots below. https://t.co/YAmMwtVbqP
4,source,"We estimate that over 80% of all NFT projects coming out now are scams. If we don't explicitly mention that a project is a scam, it doesn't at all mean that it isn't a scam. We simply don't have the time/resources to mention them all. We hope people start to see the common signs."
0,fairness,"18/ When countries get economically embargoed, they will always find new and creative ways to circumvent that. It’s no surprise that Iran became an important crypto hub and that TornadaCash is often used to obfuscate the sources of the funds for that reason. https://t.co/7zQcgmmoxU"
1,fairness,16/ We also have confirmation from multiple sources that the @NFT team and the Squiggles team (a team involved in many rugs) exchanged “staff members” (via Luxury Equities by Ali S. and Gavin M.) so it’s all far less innocent and much more connected/orchestrated than it looks.
2,fairness,"11/ The person in question is Beanie (Twitter handle: beaniemaxi) and we have confirmed his identity via different independent sources. Any evidence provided is from publicly available data and can be verified, in the true spirit of Web3."
3,fairness,14/ There is one Twitter source that predates BAYC by more than a year and another source from an academic William Allchorn who recently wrote a book “Moving beyond Islamist Extremism”. We have provided their explanations in the screenshots below. https://t.co/YAmMwtVbqP
4,fairness,"We estimate that over 80% of all NFT projects coming out now are scams. If we don't explicitly mention that a project is a scam, it doesn't at all mean that it isn't a scam. We simply don't have the time/resources to mention them all. We hope people start to see the common signs."
0,experience,"It looks like the SEC's experience with @ElonMusk, the owner of the first NFT Company or Company NFT that was shilled on Twitter, will likely serve as a blueprint for the future regulation of NFTs. More background here: https://t.co/KU17A6PENE"
1,experience,"2/ That project is also minting today. All these individuals generally DM us on mint day or the day before to warn us that they think the project is a scam given their extensive experiences in the Discord. It remains very difficult to check if that is always the case, because..."
2,experience,"We were hesitant to post stories by women that have had bad experiences with Crypto888crypto, but we can share the below anonymous story and there are many more. Our post was not so much about the upcoming project, but about the person: ""Angel #888"".

https://t.co/naN2RYLzdo https://t.co/9o3ewmEOX4"
3,experience,"THEY ARE HERE TO OPEN UP YOUR MIND✨

'Alien experience' 👽 listed on @opensea

 ✍️ 0.02Eth #PolygonNFTs 

🔗 https://t.co/USiD8ZESN6
💚 DIVERSE METAVERSE 1/1 NFT  💚
#WomenInNFTs #NFTCommunity #OpenSeaNFT #NFTdrop #NFTCollection https://t.co/PKHTZVnpxZ"
4,experience,"The NFT space basically consists of two worlds: 

1. Experienced investors that use Twitter/reputable contacts for their info. 
2. Inexperienced naifs that get their info from paid shills at Instagram.

They never talk about or even mention the same projects."
0,using,"22/ It’s interesting to realize that the Web2 world has instilled so much trust into the digital world, that scammers are abusing that trust and people are simply handing over their hard-earned money without any hesitation."
1,using,"3/ The NFT was immediately sold after it was transferred. Scammers are abusing the trust that people generally have in the digital space (instilled by Web2), and it's truly sad to see that we are forcing people to become far less trustful towards others because of all these scams https://t.co/kktbDTHaMF"
2,using,"20/ Exposing Beanie was financially the worst decision that we could have personally made, but we did it and didn’t sell any NFTs before his exposure. We also never benefited from trading in NFTs in any way by using this account and the blockchain will provide that."
3,using,"60/ He proclaims to like transparency but tries to remain as non-transparent as possible by using large numbers of different aliases, Twitter accounts, (anonymous) wallets, offshore proxies and front men to hide behind and manipulate people."
