,Word,Tweets
0,support,"@CafeMetaverse We’re Take Up Space - an NFT project focused on empowering LGBTQ+ &amp; BIPOC folks! One of our key initiatives is a Mentorship Program, matching mentees with diverse leaders as mentors to help provide support &amp; onboarding into the space. Hear it from one of our Changemakers here! https://t.co/HPpjG3Xccv"
1,support,"Not many understood the irony that we pointed out about founders wanting to get UAE residency for tax purposes. If you really support the true Web3 spirit, you don't want to support an authoritarian state with laws that are anti-Web3. It's hypocritical.
https://t.co/WQEXq8hrV4 https://t.co/c8sSBZeU9D"
2,support,"@CafeMetaverse We’re Take Up Space - an NFT project focused on empowering LGBTQ+ &amp; BIPOC folks! One of our key initiatives is a Mentorship Program, matching mentees with diverse leaders as mentors to help provide support &amp; onboarding into the space. Hear it from one of our Changemakers here! https://t.co/HPpjG3Xccv"
3,support,"4/ As usual it starts by saying that it’s all lies, and that he has done many good things for the NFT space, and even spent $250k+ supporting ""unknown emerging"" 1/1 NFT artists from ""underdeveloped countries"". The phony philanthropy always speak volumes. https://t.co/X5IHK2CLML https://t.co/0hhKUGdg2W"
4,support,"Gm #NFTCommunity!

Do you know what💜is?
We use💜in support of the global movement #Wethe15💜 aimed to end discrimination against ppl with disabilities.

One of the attributes of UnikGals is #Wethe15 to represent 15% of the global population!

#UnikGals #NFT #inclusion #a11y https://t.co/3JTQIdsGqZ"
0,supporting,"GM to all 1,300 Changemakers!

By being here, you’re supporting a small Black, queer and women-led #NFTproject with a BIG vision✨

✅ To create the future of web3 by onboarding diverse folks

✅To empower diverse leaders via education, training, mentorship &amp; funding.

#LFG https://t.co/hbdWiyIoCu"
1,supporting,"4/ As usual it starts by saying that it’s all lies, and that he has done many good things for the NFT space, and even spent $250k+ supporting ""unknown emerging"" 1/1 NFT artists from ""underdeveloped countries"". The phony philanthropy always speak volumes. https://t.co/X5IHK2CLML https://t.co/0hhKUGdg2W"
2,supporting,@alienfrens @andrwwang @Deadfellaz Oh my gosh this is amazing! I would love this to go to @Mermaids_Gender please! They do incredible work supporting trans and gender diverse youth and their families. Thank you! 💖
3,supporting,"Cybergirl Luloa 1/1 NFT is now owned by @KiloFoxtrot_1 ✨
now owning 2 NFTs from the Diverse Metaverse! Thank you so much for supporting my work 🥰❤️

#NFTGiveaway #NFTs #NFTCommunity #NFTdrop #aliennft #WomenInCrypto  #opensea #WomeninNFT #PolygonNFT https://t.co/Z2iNYnWQ2G"
4,supporting,"Changemaker #721 has found a new home with the brilliant George Gillette from LinkedIn! 🌈

Big welcome to George, thank you for supporting and joining the most diverse &amp; inclusive community in web3! 🙌🏽 https://t.co/9qRXvskqZj"
0,diverse,"Long Chins are a fine art, computer generated collectible of 1111 diverse people created by digital artist Nadia H. 

https://t.co/anr8p6RxB4

#NFTs #arpunks #nftartist #NFT #nftart #nftcollector #NFTCommunity #longchins #7777nft https://t.co/ncBPBgWK0k"
1,diverse,"Only 245 mints to go... (0.05 ETH) 👀🦕🦖🌋
🔗 https://t.co/AibesNcvw9

🫂 Fun, family friendly, diverse &amp; inclusive!
🫵 Choose up to 3 x traits!
📗 Hand-written background story!
🔒 Safe &amp; secure minting!
✅ Trademarked &amp; OpenSea Verified!

#nft #nfts #dinofam #rawr #pixelsaurus https://t.co/trkCX2eYEL"
