,Word,Tweets
0,code,"2/ One of the reasons why we decided to release the information is that we had serious doubts about the existence of his investment fund. Apart from Beanie's background, the ISIN number did not match any database records and also consisted of 3 country code letters instead of 2 https://t.co/PH6gxTBaD2"
1,code,"If you have a large audience in this space, you have a moral responsibility to work by a code of ethics that has people’s best interests in mind. Transparency or gtfo."
2,code,"Remembering not to shame others when their idea of integrity is different to yours. As long as nobody is being harmed, let’s respect each other’s moral code."
3,code,"If you have a large audience in this space, you have a moral responsibility to work by a code of ethics that has people’s best interests in mind. Transparency or gtfo."
4,code,"#TrustVibes App Update 
🔶 @Android bug resolution and fixes complete🍾
🔶App testing phase has now started
🔶On track to push code to production this month 🎉
🔥🗞We have great news from our partners. Exciting times for $TRUST are incoming. 🤙🚀 #BinanceSmartChain #Crypto"
0,new,"9/ Any new projects that will be created will have to have the wallets and TRUSTH score of their founders listed, and if the founders “rug” the project, either they will see their TRUSTH score getting very low or they can refund/compensate the community."
1,new,"Gn Friends
I Repost for new followers
#TheGuardianMuses ❤️094
Proud to promote Diversity🙌

#NFT #NFTs #nftart #nftcollector #art #artist  #OpenSeaNFT
#NFTCollection #NFTCommunity https://t.co/zObIXktkHY via @opensea"
2,new,"2/ The last weeks we have been mainly warning for scammers/scams (more than 80% of all newly created projects) in order to protect new, young, naive and easily influenced individuals and educate them to spot the red flags themselves."
3,new,"Gm Friends
I Repost for new followers
#TheGuardianMuses ❤️079
Proud to promote Diversity🙌

#NFT #NFTs #nftart #nftcollector #art #artist  #OpenSeaNFT #ArtistOnTwitter
#NFTCollection #NFTCommunity https://t.co/GBILTduM2M via @opensea"
4,new,"Your PixelSaur is the key to a whole new world... 🦕🦖
🔗 https://t.co/MhGyUSfkpv

🔥 PixelSaurus Tri: MINTING NOW @ 0.05 Ξ !
🔥 Super gas-saver contract!
🔥 Explore all the regions on our Map!
🔥 Unique backstories!
🔥 Choose up to 3 #NFT traits! 
🔥 Diverse &amp; Inclusive! 🫂 https://t.co/vxwOIjkqya"
0,blockchain,"6/ Even though the blockchain provides transparency, these people use the fact that their relationships IRL are not transparent and obvious. And so you are often deceived by a web of people that are IRL all (inter)connected and centralized."
1,blockchain,"@DegenNFTs @aatwts @haustwts As already explained before - Web3 is about transparency, so asking this question is legitimate in our view. We communicate publicly, as transparent as the blockchain."
2,blockchain,"69/ Instead of competing with each other, we hope the NFT space is able to come up with new and innovative self-regulating mechanisms to create an ethical blockchain and ecosystem that doesn’t reward perverse incentives."
3,blockchain,"1. This is all public information and as we mentioned before: DNA is our biological blockchain
2. Get used to a decentralized world where people can't be censored
3. If you would have seen the documentary, you would have understood the analogy with NFTs

https://t.co/Tpks0TdFjr https://t.co/GQH78SVEZO"
4,blockchain,"What happens to BAYC if all 10k Bored Apes have been bought by (bored) celebrities? They all try to become part of an exciting new community, but will gradually realize that it’s the same community that they are already part of. Good thing you can't photoshop the blockchain."
