,Word,Tweets
0,make,"Gender doesn’t define our project - our work speaks for itself, but I do want to make it clear that the ‘woman led project’ tag isn’t a glossy sticker used to sell diversity. It’s just who we are. 3/"
1,make,"In a completely unregulated market such as the NFT space, the most immoral and least ethical people always win. They create the ""rules"" that benefit them most. The fact that it's ""decentralized"", makes it even more difficult to see exactly what is going. 

Always remember that!"
2,make,"10/ He invested in NBA Top Shot because “there's a trust authority behind these collectibles which makes it feel safer for me to invest in them."" Funny that he didn’t think that that would also apply to the “investors” in his previously abandoned projects. https://t.co/zCKpsfwaJJ"
3,make,"9/ When looking at Zagabond’s digital footprint, he was involved in daily fantasy sports (like quite a few NFT influencers) and seemed to have a preoccupation with money, asking for the quickest way to make $1000 USD and selling lots of his used clothes. https://t.co/grPMuaUtCZ"
4,make,"To our Changemakers who supported us through our mint-weekend: THANK YOU. 🌻

We created TUS with a mission to create diverse leaders. Thanks to y’all we’re doing just that, with some of the most generous, kind &amp; brilliant folks in the #NFTCommunity.

This is just the beginning❤️ https://t.co/iu5Ym6dg8I"
0,trust,"TRUSTVIBES MARKETPLACE 
Mint #NFTs, List your collection and manage your shops. 🎉
""Join our Partner Program to maximize your presence…""
Learn more at https://t.co/Os35emjGBv
#trustvibes #NFTMarketplace $TRUST #BinanceSmartChain https://t.co/Qm0AqfB68f"
1,trust,"22/ It’s interesting to realize that the Web2 world has instilled so much trust into the digital world, that scammers are abusing that trust and people are simply handing over their hard-earned money without any hesitation."
2,trust,"RIP Metabots. This isn't the first rug pull and won't be the last. Find a dev team you trust, and make sure the art isn't stolen! We could do with an overall ""background"" check of artwork of all recent collectibles tbh."
3,trust,"7. If you have problems setting it up or it's not working DO NOT post your problem in a public domain, because 99% of the time it'll get answered by a scammer who'll try to exploit you. Best thing to do is DM someone you trust for support."
4,trust,"10. Why is that bullish for NFTs? Well tokens can act as a gateway for events. Things like VIP benefits, skipping queues (trust me there were a LOT of queues), access to celebrities, limited edition merch..you name it."
0,bring,"GM #NFTCommunity!
Disability visibility &amp; inclusion for 1.85B of people is an integral part of the equity, diversity &amp; inclusion agenda. It can bring effective changes and universal innovation in Web3, Metaverse and NFT!

Agree?

#UnikGals #nft #innovation #DisabilityInNFT https://t.co/ylBYS6Nl6R"
1,bring,"The anonymity that the use of these pfps brings can also provide safety and empowerment for marginalised people, while also creating an equal playing field for folks to interact without pre-existing bias spilling in."
2,bring,"GM #NFTCommunity!
Disability visibility &amp; inclusion for 1.85B of people is an integral part of the equity, diversity &amp; inclusion agenda. It can bring effective changes and universal innovation in Web3, Metaverse and NFT!

Agree?

#UnikGals #nft #innovation #DisabilityInNFT https://t.co/ylBYS6Nl6R"
3,bring,"@DataNFT_ Correct! And special thanks for the last words. I aim to bring vis/invisible disability into the equity and diversity agenda. It's a triple work. We have to overcome the stigma of a charitable cause, understand that it's not only about representation but accessibility &amp; inclusion"
