,Word,Tweets
0,got,"13/ Via an interview, we learn that he got introduced to crypto via his friend Linda Xie, herself a very early and well-connected crypto investor who used to work for AIG and then joined Coinbase. She also loves Azuki, but it gets more interesting. Audio: https://t.co/Kox1LDhwqJ https://t.co/4WzcYQcykH"
1,got,"1/ A quick reflection on what happened in the past days/weeks. It started with us mentioning the scam ring responsible for Squiggles. We wanted to release that information, but our account got suspended after one of the people involved paid someone to take our account down."
2,got,"We’ve got a lot of new followers lately, so allow us to reintroduce ourselves 👋🏽 

We’re Take Up Space. We’re a global collective on a mission to create a world with more diverse leaders. 

Our genesis Changemaker NFT Collection is your membership pass to our community🤝 https://t.co/VwUnrGY4ox"
3,got,"Normally scam projects gain in 2 major ways. First via all the mint money (and royalties), but secondly because the scammers sell off all their free/cheap NFTs they got from the WL sale off on OS during the initial hype for a lot of money. We are breaking that business model."
4,got,"Normally scam projects gain in 2 major ways. First via all the mint money (and royalties), but secondly because the scammers sell off all their free/cheap NFTs they got from the WL sale off on OS during the initial hype for a lot of money. We are breaking that business model."
0,sugar,"13/ Via an interview, we learn that he got introduced to crypto via his friend Linda Xie, herself a very early and well-connected crypto investor who used to work for AIG and then joined Coinbase. She also loves Azuki, but it gets more interesting. Audio: https://t.co/Kox1LDhwqJ https://t.co/4WzcYQcykH"
1,sugar,"1/ A quick reflection on what happened in the past days/weeks. It started with us mentioning the scam ring responsible for Squiggles. We wanted to release that information, but our account got suspended after one of the people involved paid someone to take our account down."
2,sugar,"We’ve got a lot of new followers lately, so allow us to reintroduce ourselves 👋🏽 

We’re Take Up Space. We’re a global collective on a mission to create a world with more diverse leaders. 

Our genesis Changemaker NFT Collection is your membership pass to our community🤝 https://t.co/VwUnrGY4ox"
3,sugar,"Normally scam projects gain in 2 major ways. First via all the mint money (and royalties), but secondly because the scammers sell off all their free/cheap NFTs they got from the WL sale off on OS during the initial hype for a lot of money. We are breaking that business model."
4,sugar,"Normally scam projects gain in 2 major ways. First via all the mint money (and royalties), but secondly because the scammers sell off all their free/cheap NFTs they got from the WL sale off on OS during the initial hype for a lot of money. We are breaking that business model."
0,essay,"13/ Via an interview, we learn that he got introduced to crypto via his friend Linda Xie, herself a very early and well-connected crypto investor who used to work for AIG and then joined Coinbase. She also loves Azuki, but it gets more interesting. Audio: https://t.co/Kox1LDhwqJ https://t.co/4WzcYQcykH"
1,essay,"1/ A quick reflection on what happened in the past days/weeks. It started with us mentioning the scam ring responsible for Squiggles. We wanted to release that information, but our account got suspended after one of the people involved paid someone to take our account down."
2,essay,"We’ve got a lot of new followers lately, so allow us to reintroduce ourselves 👋🏽 

We’re Take Up Space. We’re a global collective on a mission to create a world with more diverse leaders. 

Our genesis Changemaker NFT Collection is your membership pass to our community🤝 https://t.co/VwUnrGY4ox"
3,essay,"Normally scam projects gain in 2 major ways. First via all the mint money (and royalties), but secondly because the scammers sell off all their free/cheap NFTs they got from the WL sale off on OS during the initial hype for a lot of money. We are breaking that business model."
4,essay,"Normally scam projects gain in 2 major ways. First via all the mint money (and royalties), but secondly because the scammers sell off all their free/cheap NFTs they got from the WL sale off on OS during the initial hype for a lot of money. We are breaking that business model."
0,metamask,"13/ Via an interview, we learn that he got introduced to crypto via his friend Linda Xie, herself a very early and well-connected crypto investor who used to work for AIG and then joined Coinbase. She also loves Azuki, but it gets more interesting. Audio: https://t.co/Kox1LDhwqJ https://t.co/4WzcYQcykH"
1,metamask,"1/ A quick reflection on what happened in the past days/weeks. It started with us mentioning the scam ring responsible for Squiggles. We wanted to release that information, but our account got suspended after one of the people involved paid someone to take our account down."
2,metamask,"We’ve got a lot of new followers lately, so allow us to reintroduce ourselves 👋🏽 

We’re Take Up Space. We’re a global collective on a mission to create a world with more diverse leaders. 

Our genesis Changemaker NFT Collection is your membership pass to our community🤝 https://t.co/VwUnrGY4ox"
3,metamask,"Normally scam projects gain in 2 major ways. First via all the mint money (and royalties), but secondly because the scammers sell off all their free/cheap NFTs they got from the WL sale off on OS during the initial hype for a lot of money. We are breaking that business model."
4,metamask,"Normally scam projects gain in 2 major ways. First via all the mint money (and royalties), but secondly because the scammers sell off all their free/cheap NFTs they got from the WL sale off on OS during the initial hype for a lot of money. We are breaking that business model."
0,nft,"Long Chins are a fine art, computer generated collectible of 1111 diverse people created by digital artist Nadia H. 

https://t.co/anr8p6RxB4

#NFTs #arpunks #nftartist #NFT #nftart #nftcollector #NFTCommunity #longchins #7777nft https://t.co/ncBPBgWK0k"
1,nft,"Somewhere in space 1/1 👽 is now owned by @jakekeane0 , I'm honored to be your first NFT! Thank you for adding this piece to your collection  🙏❤️‍🔥👽

DIVERSE METAVERSE collection on @opensea  #NFTCommunity  #NFTdrop #NFTGiveaway #PolygonNFT #nftowner https://t.co/d54A8Ostez"
2,nft,"Join @greatmando_nft and I later today on @RugRadio:

General mkt overview
Rise of @AzukiZen 
@coolcatsnft 
Ethics of paid promotions 
@nftworldsNFT to 9E
CryptoDickButts doubling 
@CoolmanUniverse x @Disney 

Set a reminder for my upcoming Space!

https://t.co/pqtE66PyS8"
3,nft,"NFT DROP 🔥 In my space 🪐
Illustration digital art piece inspired on @crystalhefner

DIVERSE METAVERSE ❤️‍🔥 1/1 NFTS 👽

https://t.co/hzGnG6NuMD

#WomeninNFTs #NFTs #NFTCommunity  #NFTdrop #NFTGiveaway #PolygonNFT #aliennft https://t.co/JYlNNAC04O"
