,Word,Tweets
0,like,"60/ He proclaims to like transparency but tries to remain as non-transparent as possible by using large numbers of different aliases, Twitter accounts, (anonymous) wallets, offshore proxies and front men to hide behind and manipulate people."
1,like,There is an unconfirmed rumor that Facebook is about to acquire @TheSandboxGame. It looks like regulation is coming sooner than later to this space... https://t.co/XiAelDoBac
2,like,Reminder that trans people exist and all kinds of voices are attached to all kinds of people. The idea of a ‘female voice’ is very much a transphobic one and I’m sure contributes to a lack of gender diverse voices in places like Twitter spaces.
3,like,"3/ Other people also found connections between the 2 projects. We saw that yesterday an article was published that said that we were paid to publish FUD and that we are unethical.

It actually looks like someone paid to make it look as if we were wrong.

https://t.co/T4PXr56HMF https://t.co/ZdkJq5WQE3"
4,like,@realhumankinder Positive: probably ethical visibility for industries like clothing and their supply chains. A restructuring of power dynamics and wealth. Negative: maybe the decentralised nature allows easy funding for terrible things?
0,profit,"2/ No roadmap other than some abstract nonsense, and claiming they are backed by Fortune 500 companies, VCs, investors, traders, but of course there is 0 evidence of that. Claiming they will use the profits for charity as well - we all know that that means. https://t.co/ZqzEhddSYS"
1,profit,"15/ Indeed, a16z's Marc Andreessen &amp; Chris Dixon personally, but also the 2 co-founders of Coinbase, Brian Armstrong and Fred Ehrsam, who after that started his own VC Paradigm, and became an advisor to 0x Labs. 0x Labs is a non profit org, but raised $70m from Coinbase &amp; Co. https://t.co/BGz3SOC5u7"
2,profit,"0.08 floor! 📈🦕🦖🌋
Our floor is nearly DOUBLE our mint price!!!

Mint your PixelSaurus Tri's and be part of a fun, diverse, inclusive and profitable #NFT project! Join the #RAWRsome Club!

🔗 https://t.co/AibesNu6nH

#nft #nfts #rawr #pixelsaurus https://t.co/YzyzG61sqw"
3,profit,"15/ Indeed, a16z's Marc Andreessen &amp; Chris Dixon personally, but also the 2 co-founders of Coinbase, Brian Armstrong and Fred Ehrsam, who after that started his own VC Paradigm, and became an advisor to 0x Labs. 0x Labs is a non profit org, but raised $70m from Coinbase &amp; Co. https://t.co/BGz3SOC5u7"
4,profit,"1/ Another day, another rug pull. This time Lazy Lion Ape Club - 626 were minted for 0.08 ETH each yesterday, so that is 50 ETH profit. Website &amp; Twitter deleted, so that the large Twitter accounts that were involved in this scam don't have the evidence anymore on their timeline. https://t.co/WBNN9G8Zr8"
