,Word,Tweets
0,moral,"Almost every day for two weeks, a new project founder has dm’d me looking for moral support after dealing with intense harassment. We need to cultivate a culture that maintains a certain level of respect for each other as humans - mental health isn’t something you can buy. 1/"
1,moral,"15/ Also with his current company he has shown that his moral compass is not pointing in the right direction, but if you have a net worth of over $13 billion, not many people are able to stand up against someone with so much money and influence. Some successfully did however. https://t.co/bMVmDsxA8b"
2,moral,There’s a community within the larger NFT community of project founders giving each other moral support and guidance behind the scenes and I honestly don’t know how I would do this without those people. 💖
3,moral,"15/ Also with his current company he has shown that his moral compass is not pointing in the right direction, but if you have a net worth of over $13 billion, not many people are able to stand up against someone with so much money and influence. Some successfully did however. https://t.co/bMVmDsxA8b"
4,moral,"@BoredApe1000 @larvalabs The morality of the situation is exactly what I am questioning. Why would you sell something that you created and intend on deeming worthless? It's no different to selling a lemon. 

They should have just burnt them."
0,like,"@WarewaPain @TheMetaTribes 99.9% likely it's a scam. 8 tweets, no website, no Discord and 54300 followers on Twitter, while not following anyone else. It's the same cartel of scammers - avoid at all costs. https://t.co/O5wkxKIrVv"
1,like,6/ This starts to get more problematic when a company like Yuga Labs (valued at over $4 billion) already raised so much money and is expected to raise even more this Saturday (some claim $840m in total proceeds). It is quite unprecedented to do this with so little accountability. https://t.co/XI9ixLrKe1
2,like,"A lot of what goes into the building an #NFTproject is unsaid and behind the scenes. 

But at Take Up Space we don’t believe in gatekeeping. 

Here’s a bit more of a transparent look at what week 3 in web3 looked like for us. [THREAD] 🧵👇🏽"
3,like,"Many of these so-called ""influencers"" that pretend to like Web3 often don't seem to like the transparency which is one of its key characteristics and they love deleting tweets and blocking people. They therefore like all the Web2 platforms that allow them to do that. The irony."
4,like,"1/ Dear Haya - as you are one of the founders of @diverse, and someone with almost 4M followers on IG before it was inactivated, we have a couple of quick questions. We noticed that your old twitter handle @023 is suspended, but we did like the photo with your $900k watch. https://t.co/HIkXV3btAg"
0,invest,"49/ Beanie has admitted being a domain name investor, which is confirmed by doing a reverse WHOIS check on his real name. It is obvious in whose possession those valuable domain names are or were in case they have been resold. The domains were listed on https://t.co/bpvWhH592q. https://t.co/dUgpCIuQqk"
1,invest,"@arvinlolme @NFTherder Yes, in the thread he mentions that 3 months ago he made you aware of this and that nothing has been done yet. A bit more pro-activity wouldn't hurt don't you think? Certainly given the small investment it requires and the huge amount of primary/secondary sales in comparison."
2,invest,"13/ More than 700 wealthy Russians obtained British citizenship between 2008 and 2015 as part of a program that granted visas to foreigners in exchange for investments in real estate. ""Dirty"" money and real estate also became more entangled. https://t.co/I7u6VzZzfn"
3,invest,"3/ The tweets by @gmcapital_ have now all been conveniently deleted, but many people were planning to invest in this fund and we potentially saved them tens of millions of dollars. We explicitly mentioned this as a justification for his doxxing https://t.co/t8bn2QXNiQ"
4,invest,"Elon Musk wanting to buy Twitter fits into the more common trend of billionaires wanting to buy clout via media companies: Jeff Bezos bought the Washington Post, Changpeng Zhao (Binance) ""invested"" $200 million in Forbes. Not the ""truth"" matters, but how many you can ""influence""."
0,lol,"@arvinlolme @NFTherder Yes, in the thread he mentions that 3 months ago he made you aware of this and that nothing has been done yet. A bit more pro-activity wouldn't hurt don't you think? Certainly given the small investment it requires and the huge amount of primary/secondary sales in comparison."
1,lol,"3/ Jason Falovitch (@jf_nft) together with Aaron Avruskin (@0xAA_NFT) were the co-founders of @NFT and @Leverage with Mark Cuban and Jason (""Mr. NFT"" lol) posted a thread with his side of the story, 21 days after the original thread by @topshotfund: https://t.co/GsIWemPI87 https://t.co/hhSK9fUgmA"
2,lol,"@arvinlolme @NFTherder Yes, in the thread he mentions that 3 months ago he made you aware of this and that nothing has been done yet. A bit more pro-activity wouldn't hurt don't you think? Certainly given the small investment it requires and the huge amount of primary/secondary sales in comparison."
3,lol,"3/ Jason Falovitch (@jf_nft) together with Aaron Avruskin (@0xAA_NFT) were the co-founders of @NFT and @Leverage with Mark Cuban and Jason (""Mr. NFT"" lol) posted a thread with his side of the story, 21 days after the original thread by @topshotfund: https://t.co/GsIWemPI87 https://t.co/hhSK9fUgmA"
4,lol,"3/ Jason Falovitch (@jf_nft) together with Aaron Avruskin (@0xAA_NFT) were the co-founders of @NFT and @Leverage with Mark Cuban and Jason (""Mr. NFT"" lol) posted a thread with his side of the story, 21 days after the original thread by @topshotfund: https://t.co/GsIWemPI87 https://t.co/hhSK9fUgmA"
0,money,"9/ We have received confirmation from multiple independent sources that Marc Cuban's @NFT venture offered equity to projects that had the potential to sell out. That would also explain why they received so much money from certain projects and why they did so much ""due diligence"". https://t.co/zlFX9mwfXM"
1,money,@0xNFTCritic I believe we do that every day. When we support any large company do we really know where our money is going? Is there a transparent supply chain or money trail? Often no. It’s a similar thing imo
2,money,11/ Zagabond was asked about all the ICO scams and said: “you should at least have done as much work as you could have done on the project before trying to raise money”. Maybe he also forgot about that when raising money with his NFT projects and abandoning them. https://t.co/LfuM2qverZ
3,money,"@0xQuit Many people are often not able to predict in advance which projects are ""going to help us build"", certainly not when the founders are undoxxed. Less or no money upfront means less incentive to scam, and almost no liquidity drain. Now it's 0% risk for founders, 100% for holders."
4,money,"5/ It would explain why they spent so much money on traveling and also why the whole team had to go there. It also shows bad intent, because if the funds were going to be re-invested, it wouldn't be taxable income. https://t.co/vbGfHbgLUr"
0,trust,"10/ He invested in NBA Top Shot because “there's a trust authority behind these collectibles which makes it feel safer for me to invest in them."" Funny that he didn’t think that that would also apply to the “investors” in his previously abandoned projects. https://t.co/zCKpsfwaJJ"
1,trust,"TRUSTVERSE VIRTUAL
Organize concerts,🎶 Organize DJ sessions, Organize art exhibitions 🎨 and sell #NFTs in the #metaverse. 🎉
""Showcase your art to a virtual audience...""🤯
Learn more at https://t.co/p5R8F8lS7q
#trustvibes #trustverse #VirtualReality $TRUST #BinanceSmartChain https://t.co/7pDCiX8bZA"
2,trust,"❓❓❓ How does TrustVibes app work?

Blockchain is becoming widely used technology for systems that require trust, and #TrustVibes applies it. So it issued Trust token, which allows creators to generate revenue in TrustVibes in multiple ways.

 #NFT #Artist #Creators #Socialapp https://t.co/F1dgjxjjq7"
3,trust,"❓❓❓ How does TrustVibes app work?

Blockchain is becoming widely used technology for systems that require trust, and #TrustVibes applies it. So it issued Trust token, which allows creators to generate revenue in TrustVibes in multiple ways.

 #NFT #Artist #Creators #Socialapp https://t.co/F1dgjxjjq7"
4,trust,"With the #TrustVibes #NFTMarketplace just around the corner🤯 @JustinWBratton interviews🎙️ @hafiizkarim, a talented young Singaporean #NFTartist making waves in the #NFT Community. Keep an eye on this #DigitalArtist.🔥 #ArtistSpotlightSeries $trust 🚀  https://t.co/fh1mdW13gM"
0,people,"2/ We owe a lot to individual Russian people in terms of science, literature, art, music, etc. Bob Dylan’s paternal grandparents emigrated from Odessa in the Russian Empire (now Ukraine) to the US, one of many examples of brilliant minds that originated from Russia."
1,people,"3/ Some people have asked us, either publicly or privately, about our views on BAYC and especially regarding the potential “racism allegations”, to which the CEO of Yuga Labs has responded in the below interview (from 14:57 to 19:00): https://t.co/Zf9W0iBfRd"
2,people,"6/ Digital has invested in a variety of different companies in the Web3 space. As said - nothing we shared here is in any way new, and everything is publicly available and obvious for anyone who would search for this information. Many people are in some way (inter)connected. https://t.co/5O3bHfUNz7"
3,people,"Long Chins are a fine art, computer generated collectible of 1111 diverse people created by digital artist Nadia H. 

https://t.co/anr8p6RxB4

#NFTs #arpunks #nftartist #NFT #nftart #nftcollector #NFTCommunity #longchins #7777nft https://t.co/QskoHDpN5C"
4,people,"Long Chins are a fine art, computer generated collectible of 1111 diverse people created by digital artist Nadia H. 

https://t.co/anr8p6RxB4

#NFTs #arpunks #nftartist #NFT #nftart #nftcollector #NFTCommunity #longchins #7777nft https://t.co/Xd3eFikf9u"
0,project,"GM to all 1,300 Changemakers!

By being here, you’re supporting a small Black, queer and women-led #NFTproject with a BIG vision✨

✅ To create the future of web3 by onboarding diverse folks

✅To empower diverse leaders via education, training, mentorship &amp; funding.

#LFG https://t.co/hbdWiyIoCu"
1,project,"1/4 Twitter has become the primary vehicle for scammers to get attention for their NFT project. Many of us will quite quickly be able to see whether a Twitter account belongs to scammers or not, in the same way that most people are quickly able to identify email spam."
2,project,"We estimate that over 80% of all NFT projects coming out now are scams. If we don't explicitly mention that a project is a scam, it doesn't at all mean that it isn't a scam. We simply don't have the time/resources to mention them all. We hope people start to see the common signs."
3,project,"If you're a basketball fan who is also into #NFTs, check out our PixelSaurus Rex: NBA Basketball inspired designs, featuring team colours! 🏀🦖

PixelSaurus is a diverse &amp; inclusive #NFT project, with over 7 ETH traded and VERIFIED on @Opensea! ✅

https://t.co/4g6DCCaFYF https://t.co/0K711wKcpj"
4,project,14/ Many people now start to notice that our statement below was not an exaggeration. It served as a real warning to really do your research and see the characteristics that all these scam projects have in common (in the same way you distinguish spam emails from legit ones). https://t.co/gyYHnKYMEH
0,nft,"Gm Friends
I Repost
#TheGuardianMuses ❤️009
Proud to promote Diversity🙌

#NFT #NFTs #nftart #nftcollector #art #artist @opensea #OpenSeaNFT
#NFTCollection #NFTCommunity #WomeninNFTs #WomenInCrypto https://t.co/EhXEdK3imI"
1,nft,"Somewhere in space 1/1 👽 is now owned by @jakekeane0 , I'm honored to be your first NFT! Thank you for adding this piece to your collection  🙏❤️‍🔥👽

DIVERSE METAVERSE collection on @opensea  #NFTCommunity  #NFTdrop #NFTGiveaway #PolygonNFT #nftowner https://t.co/d54A8Ostez"
2,nft,"NFT DROP 🔥 On a mission

DIVERSE METAVERSE ❤️‍🔥 1/1 NFTS 👽

https://t.co/isCAiCHLqu

#WomeninNFTs #NFTs #NFTCommunity  #NFTdrop #NFTGiveaway #PolygonNFT #Aliennft https://t.co/T4bjjhqSih"
3,nft,"Mint your PixelSaurus! 0.05 ETH + LOW GAS fees!
🔗 https://t.co/ZOGHhWQ2eV 🦕🦖

💎 Fun, family friendly, diverse &amp; inclusive #NFTs!
💎 Innovative 'choose up to 3 traits' Utility!
💎 Safe &amp; secure minting!
💎 75% already minted!
💎 #OpenSea floor = 0.08!! 🔥🔥🔥

#nft #OpenSeaNFT https://t.co/enxZbP7qJO"
4,nft,"Somewhere in space🪐

1/1 NFT in the DIVERSE METAVERSE 👽

https://t.co/x6G17y8M5L

#WomeninNFTs #NFT  #NFTs #NFTCommunity    #Metaverse #artist #nftcollectors https://t.co/vpYKxrjv4w"
