,Word,Tweets
0,event,"@NFTethics @moonbirds_xyz I’m gutted because when you first came into the scene you wrote good shit and it was a real prevention mechanism for future scammers. 

Now that you have lost most of your credibility I think potential scammers might feel more encouraged. 

It’s a shame really."
1,event,"10. Why is that bullish for NFTs? Well tokens can act as a gateway for events. Things like VIP benefits, skipping queues (trust me there were a LOT of queues), access to celebrities, limited edition merch..you name it."
2,event,9/ Indicating possible criminal acts and/or fraud prevention constitute a legitimate interest or should be regarded as a legitimate interest to dox someone and we believe that is the case for this particular individual as this thread will show.
3,event,"3/ The full timeline of events can be found in this thread. In both threads quite a few crypto billionaires are featured with dubious pasts.

https://t.co/fJtj9xssMH"
4,event,"Our brilliant co-founder @thisispaff will be speaking at this @GA event - Rise Above The Hate✊🏽

Paff is a passionate Black, queer &amp; neurodivergent leader who has risen above racism, homophobia &amp; ableism while boldly telling their story online🏳️‍🌈

Register for FREE below 👇🏽 https://t.co/a5mR2djFEZ"
0,world,"Upcoming 2022/2023 /2024 will shock the world for my #NFTs Collection.

Check it here, Never seen before NFTs. Trust me.
it will blow your mind.
#NFTCommunity 
#NFTartist 
#NFT 
#Bitcoin 
#BTC 
#cryptocurrecy
https://t.co/0gCVRX4KCm"
1,world,"Upcoming 2022/2023 /2024 will shock the world for my #NFTs Collection.

Check it here, Never seen before NFTs. Trust me.
it will blow your mind.
#NFTCommunity 
#NFTartist 
#NFT 
#Bitcoin 
#BTC 
#cryptocurrecy
https://t.co/dKstin2Rzv"
2,world,"Upcoming 2022/2023 /2024 will shock the world for my #NFTs Collection.

Check it here, Never seen before NFTs. Trust me.
it will blow your mind.
#NFTCommunity 
#NFTartist 
#NFT 
#Bitcoin 
#BTC 
#cryptocurrecy
https://t.co/WbqZCCIpg8"
3,world,"Upcoming 2022/2023 /2024 will shock the world for my #NFTs Collection.

Check it here, Never seen before NFTs. Trust me.
it will blow your mind.
#NFTCommunity 
#NFTartist 
#NFT 
#Bitcoin 
#BTC 
#cryptocurrecy
https://t.co/0S81YU3CPr"
4,world,"Upcoming 2022/2023 /2024 will shock the world for my #NFTs Collection.

Check it here, Never seen before NFTs. Trust me.
it will blow your mind.
#NFTCommunity 
#NFTartist 
#NFT 
#Bitcoin 
#BTC 
#cryptocurrecy
https://t.co/QRozUVz9Hz"
0,inclusive,"3/6
After being joined by 9k generative #UnikGals, they'll unite their forces to create #diversity &amp;  #disability inclusive based #comics about their Etheras battles and build a #mentalhealth space in the #Metaverse - #UnikVerse 🪐

#Neurodivergent #NFTCommunity #NFT #gamergirl https://t.co/kvIGDEQtMy"
1,inclusive,"Our #DinoFam so far...

Mint your Tri's (760/1005 minted):
🔗 https://t.co/AibesNcvw9

Mint Price: 0.05 ETH 🔥
Floor Price: 0.08 ETH 📈

💎 Fun, family friendly, diverse &amp; inclusive!
💎 5 x Innovative Utilities!
💎 Trademarked &amp; OpenSea VERIFIED!

#NFT #NFTs #RAWRsome #OpenSeaNFT https://t.co/6DXBnXS0aA"
2,inclusive,"PixelSaurus Tri - Minting NOW | .05!👇
🔗 https://t.co/MhGyUSfkpv

PixelSaurus have fun, diverse and inclusive #NFT collections that also embrace disability &amp; mental health issues. 🫂

With Tri you can pick up to 3 traits which we write into background stories for each PixelSaur! https://t.co/MH9LLRsrJv"
3,inclusive,"#StrongerTogether

Here’s to the allies uplifting, amplifying &amp; advocating for a diverse &amp; inclusive web3✊🏽"
4,inclusive,"PixelSaurus Tri: MINTING NOW! 75% Minted! 🦕🦖
👉 https://t.co/AibesNcvw9

🚨 Mint Price: 0.05 Ξ (SUPER Gas-Saver)
📈 Floor Price: 0.08 Ξ 🔥

💎 Fun, family friendly, diverse &amp; inclusive #nfts!
💎 5 x Innovative #nft Utilities!
💎 Safe &amp; secure minting!
💎 #OpenSeaNFT VERIFIED! https://t.co/HCRxLxULu2"
0,community,"What happens to BAYC if all 10k Bored Apes have been bought by (bored) celebrities? They all try to become part of an exciting new community, but will gradually realize that it’s the same community that they are already part of. Good thing you can't photoshop the blockchain."
1,community,"What happens to BAYC if all 10k Bored Apes have been bought by (bored) celebrities? They all try to become part of an exciting new community, but will gradually realize that it’s the same community that they are already part of. Good thing you can't photoshop the blockchain."
2,community,"Have a personal connection with your #NFT! Come mint a PixelSaurus Tri and add up to 3 traits via the same minting site / HODL the feature! 🦕🦖

Only 294 mints remain (out of 1005)!

💥 Diverse &amp; Inclusive!
💥 @OpenSea VERIFIED!

🔗 https://t.co/AibesNcvw9

#nfts #nftcommunity https://t.co/0n4CspHPak"
3,community,"NFT Holders of the DIVERSE METAVERSE / GALAXY GIRLZ collection... check your hidden 👀 I have sent you a 1/1 'Self reflection'❤️‍🔥 anyone who purchases an NFT today, receives this rare 1/1  piece ❤️‍🔥 #nftcommunity #WomenInNFTs #nftholders #NFTdrop https://t.co/TRVG3Tgf91"
4,community,There’s a community within the larger NFT community of project founders giving each other moral support and guidance behind the scenes and I honestly don’t know how I would do this without those people. 💖
0,people,1/ Some people clearly don't seem to have understood why exactly we doxxed Beanie and there is a clear difference with the doxing by BuzzFeed of the BAYC founders https://t.co/ElLEC6QAob
1,people,"6/ In some way it’s not fair to call out these individuals, because there are literally hundreds of similar people active in this space, all with connections to morally bankrupt agencies, sporters, celebrities, social media executives, etc. We have called them out in the past."
2,people,"8/ He also claims that they are using a lot of the funds for traveling. They always travel with the whole team (20+ people) together each week, which is a bit ironic for a project that claims to conquer the metaverse. Maybe first invent a metamansion to reduce your expenses."
3,people,"Long Chins are a fine art, computer generated collectible of 1111 diverse people created by digital artist Nadia H. 

https://t.co/anr8p6RxB4

#NFTs #arpunks #nftartist #NFT #nftart #nftcollector #NFTCommunity #longchins #7777nft https://t.co/H542CaY0Ix"
4,people,"Long Chins are a fine art, computer generated collectible of 1111 diverse people created by digital artist Nadia H. 

https://t.co/anr8p6RxB4

#NFTs #arpunks #nftartist #NFT #nftart #nftcollector #NFTCommunity #longchins #7777nft https://t.co/1JADFMNTkq"
0,web,"55/ According to the website of Huntingdon (using the Wayback Machine which has proven to be still a very valuable tool), he was also an investor in InvestFeed, a website that is currently not accessible anymore as it is investigated by The Financial Commission. https://t.co/b2oa7OSZHQ"
1,web,"The CerealClub founders were also founders of a project about Kobe Bryant. Big team on the website https://t.co/eQweyduGoG, lots of people grinding in the Discord, but it got shut down. They didn't even have permission. Everyone left hung out to dry.

https://t.co/CqKe0otk18 https://t.co/SJp1jrxyuz"
2,web,"The story about @Farokh &amp; @tailopez is actually worse. Tai was a client of Farokh's company Good Life and he was mentioned on multiple websites as a reference client (just like GaryVee). Tai's name has now been removed, but the screenshots are still there.
https://t.co/t5RDlY7TrE https://t.co/MQhCRnYpDY"
3,web,"35/ After many complaints and suspected DOS attacks against competitor websites, Beanie apparently came under investigation by Canadian and US enforcement authorities and https://t.co/6sxOk3Wfz0 was discontinued. https://t.co/jhBq3cAuoy"
4,web,"Changemaker #721 has found a new home with the brilliant George Gillette from LinkedIn! 🌈

Big welcome to George, thank you for supporting and joining the most diverse &amp; inclusive community in web3! 🙌🏽 https://t.co/9qRXvskqZj"
0,racism,@Swopes It’s rooted in racism apparently. We use the phrase ‘reserved mints’
1,racism,"Our brilliant co-founder @thisispaff will be speaking at this @GA event - Rise Above The Hate✊🏽

Paff is a passionate Black, queer &amp; neurodivergent leader who has risen above racism, homophobia &amp; ableism while boldly telling their story online🏳️‍🌈

Register for FREE below 👇🏽 https://t.co/a5mR2djFEZ"
2,racism,@Swopes It’s rooted in racism apparently. We use the phrase ‘reserved mints’
3,racism,"11/ And talking about ""diversity"": did you know that @friendswithyou both seems to think that BAYC is racist, but also has been accused of racism themselves? Well, the below attachments show just that. Life is ironic sometimes. https://t.co/CAVDiPPQcV"
4,racism,@Swopes It’s rooted in racism apparently. We use the phrase ‘reserved mints’
0,diverse,"Long Chins are a fine art, computer generated collectible of 1111 diverse people created by digital artist Nadia H. 

https://t.co/anr8p6RxB4

#NFTs #arpunks #nftartist #NFT #nftart #nftcollector #NFTCommunity #longchins #7777nft https://t.co/byAEK3V5CO"
1,diverse,"Long Chins are a fine art, computer generated collectible of 1111 diverse people created by digital artist Nadia H. 

https://t.co/anr8p6zWcu

#NFTs #arpunks #nftartist #NFT #nftart #nftcollector #NFTCommunity #longchins #7777nft https://t.co/j8ujm9s8vi"
2,diverse,@diverse @023 @NFT Meant to add another screenshot. https://t.co/kllfpesXbT
3,diverse,"Long Chins are a fine art, computer generated collectible of 1111 diverse people created by digital artist Nadia H. 

https://t.co/anr8p6RxB4

#NFTs #arpunks #nftartist #NFT #nftart #nftcollector #NFTCommunity #longchins #7777nft https://t.co/VmQ9AWUNbb"
4,diverse,"Long Chins are a fine art, computer generated collectible of 1111 diverse people created by digital artist Nadia H. 

https://t.co/anr8p6RxB4

#NFTs #arpunks #nftartist #NFT #nftart #nftcollector #NFTCommunity #longchins #7777nft https://t.co/j8ujm9JJTS"
0,space,I don’t have any spicy takes on today’s news but I will defend the notion of anonymity in Web3. There are so many working anon here for many reasons including personal safety &amp; the ability to navigate the space without the bias that may follow their intersecting identities.
1,space,"Onboard yourself AND your kids in the #NFT space with PixelSaurus - a family friendly project that's diverse, inclusive and also embraces disability and mental health issues!

PixelSaurus Tri is MINTING NOW (less than 300 #nfts left to mint)! 🦕🦖

🔗 https://t.co/AibesNcvw9 https://t.co/1V2Lmbieqy"
2,space,"10/ As an important player in the crypto/NFT space, do you think that MoonPay should (continue to) provide a service that actually makes transactions less transparent? It is now for example not possible for us to see if/how much Gwyneth Paltrow paid for her Bored Ape."
3,space,"❤️‍🔥 DIVERSE METAVERSE 1/1 NFT !!! 💚
 
'Elon Musk &amp; his alien friend captured in space' listed on 
@opensea👽

 ✍️ 0.01Eth #PolygonNFTs 

🔗https://t.co/8kvNe4b8wk
#WomenInNFTs #NFTCommunity #OpenSeaNFT #NFTdrop #NFTCollection https://t.co/XqoOvknAwh"
4,space,"24/ This is partly because on Yuga Labs Pitch Deck, two of these persons are characterized as “minority partners”. We will also soon publish a similar sort of thread about the VCs involved in this space. That promises to be even more fun. https://t.co/yhM39v50Od"
0,nft,"🔥NEW NFT drop!🔥 Divine Soul 👁️
We carry within us all the mystical power we need to transform our world ✨
listed in the DIVERSE METAVERSE collection on 
@opensea $ETH 0.0222 (Polygon)
 ✨🪐
🔗https://t.co/TTehmhXDwJ
#NFTdrop #nftart #WomenInNFTs #NFTProject #NFTCommunity https://t.co/So0MxbKR5i"
1,nft,"VR Worldz 1/1 NFT listed in the DIVERSE METAVERSE 👽

https://t.co/eFl0nKiR0p

#WomeninNFTs #NFTSPACESHIP  #NFTs #NFTCommunity  #opensea #WomeninNFT #nftcollector https://t.co/0rlstshoC2"
2,nft,"GM #TheGuardianMuses
Digital painting #NFT PROJECT
More💯 #models on #opensea 
Proud to promote Diversity🙌

#NFTs #nftart #nftcollector #art #artist @opensea #OpenSeaNFT
#NFTCollection #NFTCommunity #WomeninNFTs #WomenInCrypto
https://t.co/QiH3XoZEMn https://t.co/OvUCUFHQpc"
3,nft,"DIVERSE METAVERSE FILLED WITH RARE OUTER WORLD 1/1 NFTS - Browse the collection here to own yours 👀✨🔮🔥 https://t.co/owlls3wuT4

 #WomeninNFTs #NFT  #NFTs #NFTCommunity   #nftcollectors #aliennft https://t.co/VNc0RHDbn2"
4,nft,"Gm Friends
I Repost for new followers
#TheGuardianMuses ❤️026
Proud to promote Diversity🙌

#NFT #NFTs #nftart #nftcollector #art #artist @opensea #OpenSeaNFT
#NFTCollection #NFTCommunity #WomeninNFTs #WomenInCrypto https://t.co/o8vyc00Ewm via @opensea"
