,Word,Tweets
0,pic,"Disclaimer: we have already shown today that lots of ""scam projects"" are using similar kind of 3D images for the Metaverse (cats, bears, pigs). The above picture shows that it is not only limited to those projects, but to a much wider variety of projects that copy legitimate ones"
1,pic,20. Be suspicious of ALL links you click. Best thing to do is have one device for social media etc and one device for just your crypto transactions. Don't trust ANYONE. Remember people are often imposters. Always triple check who you're speaking to. Don't open any files.
2,pic,"Disclaimer: we have already shown today that lots of ""scam projects"" are using similar kind of 3D images for the Metaverse (cats, bears, pigs). The above picture shows that it is not only limited to those projects, but to a much wider variety of projects that copy legitimate ones"
3,pic,I don’t have any spicy takes on today’s news but I will defend the notion of anonymity in Web3. There are so many working anon here for many reasons including personal safety &amp; the ability to navigate the space without the bias that may follow their intersecting identities.
4,pic,"20/ The 2 Scalar Capital founders were heavily involved in developing Coinbase’s listing procedures along with an engineer (Maksim Stepanenko), who was an advisor to Scalar. The sudden manner in which Coinbase listed 0x (price climbed up 17% within an hour) attracted suspicions. https://t.co/eaposggJkZ"
0,sign,"Gas fees are super LOW today! Perfect time for you to come join our story and ADOPT a PixelSaurus #NFT!
Over 500 designs to choose from! We also embrace diversity &amp; inclusivity! FREE QR Code Utility unlockable! 
☑️ VERIFIED on #OpenSea! #NFTs #NFTCollector
https://t.co/9gDe9ggcs5 https://t.co/hRFeGdAglf"
1,sign,"Our PixelSaurs are fun, collectible, diverse &amp; inclusive.

You'll find over 20% of our designs also embrace disability, mental health issues and phobias, which we platform in a respectful way. 🫂

With Tri, YOU can choose these traits!👇
https://t.co/MhGyUSfkpv

#NFT #NFTs https://t.co/bzKsM1D6Ag"
2,sign,"GM #NFT Fam! 🌞🦕
Here's hoping you have a RAWRsome day, today!
Don't forget to join our story and ADOPT a PixelSaur! We have over 400+ diverse designs, which also embrace disability, mental health issues &amp; phobias! 💚
#NFTs #NFTCommunity #Goodnight
➡️ https://t.co/jk61Iz2J3u https://t.co/qQBsLnB1uB"
3,sign,"Adopt a PixelSaurus and #JoinTheStory! 🦕
🔥 Over 250+ RAWRsome, diverse designs!
🔥 Promotes inclusivity &amp; representation!
🔥 FREE QR Code Collector's Plate Utility!
🔥 Prices start from just 0.02 Ξ!
➡️ https://t.co/jk61Izkks4

#NFTCommunity #NFT #NFTCollector #NFTCollection https://t.co/Ay7qcqOBBH"
4,sign,"Hey frens! Gas is LOW right now! Come take your first step into the exciting world of PixelSaurus #NFT! Fun, collectible, diverse &amp; inclusive designs! Embraces disability and mental health issues. Verified on @OpenSea! ✅🦖

🦖 https://t.co/itStVzAvTP
🦕 https://t.co/CRayy1D9KE https://t.co/PWbmLSspiL"
0,price,"The behavior of @elonmusk is similar to many Web3 influencers. First FUDing Twitter by suggesting things are wrong and he might create a new social media platform. He creates leverage &amp; buys the dip. Stock price goes up &amp; he can use the platform to shill.
https://t.co/S480vCYNk8"
1,price,"14/ If you are part of the inner circle (as a project or as an individual) - it literally even says ""best friends"", then you will certainly be able to benefit from the generosity, altruism and inclusivity of this project. But otherwise you simply have to pay a high price for it. https://t.co/1EQkQt5xP8"
2,price,"GM #NFT Fam! 🦖
Reasons to mint a PixelSaurus today:

💎 Fun, family friendly, diverse &amp; inclusive #nfts!
💎 0.08 floor 🔥 0.05 mint price (gas saver)!
💎 5 x Innovative Utilities!
💎 Active in Discord &amp; #TwitterSpaces!
💎 VERIFIED #OpenSeaNFT account!

🔗 https://t.co/AibesNcvw9 https://t.co/ZqudmuenCG"
3,price,"3/ We have not been active in BapesClan Discord, but listened to limited parts of a couple of Twitter Spaces and did some online research as well. The high mint price is always by definition a red flag, especially for a project that claims to do everything for their community."
4,price,"3/ We have not been active in BapesClan Discord, but listened to limited parts of a couple of Twitter Spaces and did some online research as well. The high mint price is always by definition a red flag, especially for a project that claims to do everything for their community."
0,access,I just went Encryptas shopping and would like to gift a couple to women or gender diverse folks that might not be able to access them. I would like you to NOMINATE someone just starting out in the space in the comments &lt;3 https://t.co/egpn16GJFz
1,access,"PixelSaurus is an #NFT collection for the whole family to collect. Our fun, non-generative designs are diverse and inclusive and our 2 collections are priced from just 0.02 &amp; 0.03 ETH, to make them accessible. We’re also verified on @opensea! #NFTs 

🦕🦖 https://t.co/9gDe9ggcs5 https://t.co/bNzyyIwtJc"
2,access,"PixelSaurus is an #NFT collection for the whole family to collect. Our fun, non-generative designs are diverse and inclusive and our 2 collections are priced from just 0.02 &amp; 0.03 ETH, to make them accessible. We’re also verified on @opensea! #NFTs 

🦕🦖 https://t.co/9gDe9ggcs5 https://t.co/bNzyyIwtJc"
3,access,"PixelSaurus is an #NFT collection for the whole family to collect. Our fun, non-generative designs are diverse and inclusive and our 2 collections are priced from just 0.02 &amp; 0.03 ETH, to make them accessible. We’re also verified on @opensea! #NFTs 

🦕🦖 https://t.co/9gDe9ggcs5 https://t.co/bNzyyIwtJc"
4,access,"@DataNFT_ Correct! And special thanks for the last words. I aim to bring vis/invisible disability into the equity and diversity agenda. It's a triple work. We have to overcome the stigma of a charitable cause, understand that it's not only about representation but accessibility &amp; inclusion"
0,trust,"TRUSTVIBES MARKETPLACE 
Mint #NFTs, List your collection and manage your shops. 🎉
""Join our Partner Program to maximize your presence…""
Learn more at https://t.co/Os35emjGBv
#trustvibes #NFTMarketplace $TRUST #BinanceSmartChain https://t.co/Qm0AqfB68f"
1,trust,"10/ He invested in NBA Top Shot because “there's a trust authority behind these collectibles which makes it feel safer for me to invest in them."" Funny that he didn’t think that that would also apply to the “investors” in his previously abandoned projects. https://t.co/zCKpsfwaJJ"
2,trust,"5. I know we're missing punks or AB or more this or more that. If we had infinite money we would collect everything trust me! We've simply picked our favourite stuff, that we view as complementary to the classic Punk/AB construct. You can read more here: https://t.co/OoXqxFqZoz"
3,trust,"Scammers are out in full force today. Quadruple check every link. Don’t trust ANYONE, not even your wife. Don’t look anyone in the eye. Be vigilant at all times. Question everything. Protect yourself."
4,trust,"We were contacted by a member of the community who said they claimed the original account for us, and has since handed over the handle. 
We didn’t trust this right away due to the murkiness of the entire situation."
0,launching,"We wish we had this a month ago!

To onboard more underrepresented groups into #web3, we need transparency and free flow of knowledge &amp; insights, especially with the beast that is launching an #NFTProject!

Highly recommend all new (or wannabe) NFT Creators check this one out. 🙌🏽"
