,Word,Tweets
0,ethereum,"Did you miss it?🔥  You will be able to purchase #NFTs in the #TrustVibes #NFTMarketplace from the 1st of January, using $TRUST @BinanceChain $BNB @ethereum $ETH  @CardanoStiftung $ADA and @chainlink $LINK 🤯🤫 More news to come... 🚀👊 https://t.co/DgIv4Xd821"
1,ethereum,"Did you miss it?🔥  You will be able to purchase #NFTs in the #TrustVibes #NFTMarketplace from the 1st of January, using $TRUST @BinanceChain $BNB @ethereum $ETH  @CardanoStiftung $ADA and @chainlink $LINK 🤯🤫 More news to come... 🚀👊 https://t.co/DgIv4Xd821"
2,ethereum,"Did you miss it?🔥  You will be able to purchase #NFTs in the #TrustVibes #NFTMarketplace from the 1st of January, using $TRUST @BinanceChain $BNB @ethereum $ETH  @CardanoStiftung $ADA and @chainlink $LINK 🤯🤫 More news to come... 🚀👊 https://t.co/DgIv4Xd821"
3,ethereum,"Did you miss it?🔥  You will be able to purchase #NFTs in the #TrustVibes #NFTMarketplace from the 1st of January, using $TRUST @BinanceChain $BNB @ethereum $ETH  @CardanoStiftung $ADA and @chainlink $LINK 🤯🤫 More news to come... 🚀👊 https://t.co/DgIv4Xd821"
4,ethereum,"Did you miss it?🔥  You will be able to purchase #NFTs in the #TrustVibes #NFTMarketplace from the 1st of January, using $TRUST @BinanceChain $BNB @ethereum $ETH  @CardanoStiftung $ADA and @chainlink $LINK 🤯🤫 More news to come... 🚀👊 https://t.co/DgIv4Xd821"
0,working,"16/ Next on the list are Dr. Paul Judge, who also explicitly mentions that his projects have been backed by a16z and @0xAllen_, who is working for VaynerNFT, which is of course owned by GaryVee and his brother AJ, both investors in Yuga Labs. https://t.co/GG9LM5Ne6Y"
1,working,"7. If you have problems setting it up or it's not working DO NOT post your problem in a public domain, because 99% of the time it'll get answered by a scammer who'll try to exploit you. Best thing to do is DM someone you trust for support."
2,working,"More 1 year I working on
#TheGuardianMuses❤️❤️❤️
Digital painting #NFT PROJECT
More💯 #models on #opensea 
Proud to promote Diversity🙌

#NFTs #nftart #nftcollector #art #artist @opensea #OpenSeaNFT
#NFTCollection #NFTCommunity #WomeninNFTs #WomenInCrypto
https://t.co/QiH3XoZEMn https://t.co/eACDd1HauK"
3,working,"16/ Next on the list are Dr. Paul Judge, who also explicitly mentions that his projects have been backed by a16z and @0xAllen_, who is working for VaynerNFT, which is of course owned by GaryVee and his brother AJ, both investors in Yuga Labs. https://t.co/GG9LM5Ne6Y"
4,working,"More 1 year I working on
#TheGuardianMuses❤️
Digital painting #NFT PROJECT
More💯 #models on #opensea 
Proud to promote Diversity🙌

#NFTs #nftart #nftcollector #art #artist @opensea #OpenSeaNFT
#NFTCollection #NFTCommunity #WomeninNFTs #WomenInCrypto
https://t.co/QiH3XoZEMn https://t.co/raoEuNq1xh"
0,cardano,"16/ Next on the list are Dr. Paul Judge, who also explicitly mentions that his projects have been backed by a16z and @0xAllen_, who is working for VaynerNFT, which is of course owned by GaryVee and his brother AJ, both investors in Yuga Labs. https://t.co/GG9LM5Ne6Y"
1,cardano,"7. If you have problems setting it up or it's not working DO NOT post your problem in a public domain, because 99% of the time it'll get answered by a scammer who'll try to exploit you. Best thing to do is DM someone you trust for support."
