,Word,Tweets
0,female,Reminder that trans people exist and all kinds of voices are attached to all kinds of people. The idea of a ‘female voice’ is very much a transphobic one and I’m sure contributes to a lack of gender diverse voices in places like Twitter spaces.
1,female,Reminder that trans people exist and all kinds of voices are attached to all kinds of people. The idea of a ‘female voice’ is very much a transphobic one and I’m sure contributes to a lack of gender diverse voices in places like Twitter spaces.
2,female,For those that ever had any communication with the NFT influencer @Julialikesnfts - this is most likely a man who pretends to be a female. Full story here: https://t.co/PqkGgbtJFx https://t.co/Alsdn5fRdI
3,female,Reminder that trans people exist and all kinds of voices are attached to all kinds of people. The idea of a ‘female voice’ is very much a transphobic one and I’m sure contributes to a lack of gender diverse voices in places like Twitter spaces.
4,female,For those that ever had any communication with the NFT influencer @Julialikesnfts - this is most likely a man who pretends to be a female. Full story here: https://t.co/PqkGgbtJFx https://t.co/Alsdn5fRdI
0,girl,I’m going to gift two women or gender diverse people a @CleverGirlsNFT and @sad_girls_bar each tonight so they can begin collecting/trading. Maybe you’re just starting out or have barriers to buying in. No explanations needed just drop your wallets below.
1,girl,"12/ The last entry of his blog was on 14 April 2020, and up until that point he always mentioned his girlfriend M., but when looking deeper at properties that were purchased after April 2020, we noticed that another name came up: Gabriella Falcon. https://t.co/ouf4A1hN9R"
2,girl,"Cybergirl Luloa 1/1 NFT is now owned by @KiloFoxtrot_1 ✨
now owning 2 NFTs from the Diverse Metaverse! Thank you so much for supporting my work 🥰❤️

#NFTGiveaway #NFTs #NFTCommunity #NFTdrop #aliennft #WomenInCrypto  #opensea #WomeninNFT #PolygonNFT https://t.co/Z2iNYnWQ2G"
3,girl,"3/6
After being joined by 9k generative #UnikGals, they'll unite their forces to create #diversity &amp;  #disability inclusive based #comics about their Etheras battles and build a #mentalhealth space in the #Metaverse - #UnikVerse 🪐

#Neurodivergent #NFTCommunity #NFT #gamergirl https://t.co/kvIGDEQtMy"
4,girl,"3/6
After being joined by 9k generative #UnikGals, they'll unite their forces to create #diversity &amp;  #disability inclusive based #comics about their Etheras battles and build a #mentalhealth space in the #Metaverse - #UnikVerse 🪐

#Neurodivergent #NFTCommunity #NFT #gamergirl https://t.co/kvIGDEQtMy"
0,created,I’m all about women lead NFT projects and empowering women but I also think Diversity is also important which is why I created the collection DIVERSE METAVERSE full of 1/1s❤️‍🔥
1,created,"Long Chins are a fine art, computer generated collectible of 1111 diverse people created by digital artist Nadia H. 

https://t.co/anr8p6RxB4

#NFTs #arpunks #nftartist #NFT #nftart #nftcollector #NFTCommunity #longchins #7777nft https://t.co/j8ujm9JJTS"
2,created,"Long Chins are a fine art, computer generated collectible of 1111 diverse people created by digital artist Nadia H. 

https://t.co/anr8p6RxB4

#NFTs #arpunks #nftartist #NFT #nftart #nftcollector #NFTCommunity #longchins #7777nft https://t.co/j8ujm9JJTS"
3,created,"Long Chins are a fine art, computer generated collectible of 1111 diverse people created by digital artist Nadia H. 

https://t.co/anr8p6RxB4

#NFTs #arpunks #nftartist #NFT #nftart #nftcollector #NFTCommunity #longchins #7777nft https://t.co/Xd3eFikf9u"
4,created,"Long Chins are a fine art, computer generated collectible of 1111 diverse people created by digital artist Nadia H. 

https://t.co/anr8p6RxB4

#NFTs #arpunks #nftartist #NFT #nftart #nftcollector #NFTCommunity #longchins #7777nft https://t.co/8EzwgIczsk"
0,woman,"Gender doesn’t define our project - our work speaks for itself, but I do want to make it clear that the ‘woman led project’ tag isn’t a glossy sticker used to sell diversity. It’s just who we are. 3/"
1,woman,"4/ Another guy is probably still in college and claims to be the founder of a digital marketing agency. But when looking at that company page, his name it not listed, but a woman with the same surname is mentioned as the co-founder. His mother? https://t.co/0um7H1gmBE"
2,woman,"Gender doesn’t define our project - our work speaks for itself, but I do want to make it clear that the ‘woman led project’ tag isn’t a glossy sticker used to sell diversity. It’s just who we are. 3/"
3,woman,"Gender doesn’t define our project - our work speaks for itself, but I do want to make it clear that the ‘woman led project’ tag isn’t a glossy sticker used to sell diversity. It’s just who we are. 3/"
4,woman,"“For most of history, Anonymous was a woman” - Virginia Woolf. For many of us, some anonymity provides safety in spaces that are typically hostile or imbalanced. It’s sad that this is then used to appropriate diversity for gain."
