,Word,Tweets
0,post,"Gn Friends
I Repost for new followers
#TheGuardianMuses ❤️094
Proud to promote Diversity🙌

#NFT #NFTs #nftart #nftcollector #art #artist  #OpenSeaNFT
#NFTCollection #NFTCommunity https://t.co/zObIXktkHY via @opensea"
1,post,"Gm Friends
I Repost for new followers
#TheGuardianMuses ❤️093
Proud to promote Diversity🙌

#NFT #NFTs #nftart #nftcollector #art #artist  #OpenSeaNFT
#NFTCollection #NFTCommunity https://t.co/U0cJ55qrF6 via @opensea"
2,post,"Gm Friends
I Repost for new followers
#TheGuardianMuses ❤️027
Proud to promote Diversity🙌

#NFT #NFTs #nftart #nftcollector #art #artist @opensea #OpenSeaNFT
#NFTCollection #NFTCommunity #WomeninNFTs #WomenInCrypto https://t.co/UYVloUYH2p via @opensea"
3,post,"Gn Friends
I Repost for new followers
#TheGuardianMuses ❤️085
Proud to promote Diversity🙌

#NFT #NFTs #nftart #nftcollector #art #artist  #OpenSeaNFT 
#NFTCollection #NFTCommunity https://t.co/BFzJj1G1TK via @opensea"
4,post,"Gn Friends
I Repost for new followers
#TheGuardianMuses ❤️087
Proud to promote Diversity🙌

#NFT #NFTs #nftart #nftcollector #art #artist  #OpenSeaNFT
#NFTCollection #NFTCommunity https://t.co/EajYKKqzaw via @opensea"
0,scammer,"1/4 Twitter has become the primary vehicle for scammers to get attention for their NFT project. Many of us will quite quickly be able to see whether a Twitter account belongs to scammers or not, in the same way that most people are quickly able to identify email spam."
1,scammer,"Why scammers &amp; fraudsters thrive? Research shows that people tend to default to trusting others over distrusting them, believing them over doubting them and going along with someone’s self-presentation rather than embarrassing them by calling them out. https://t.co/KAu7BQh7JG"
2,scammer,"Sad to see that the same group of prolific serial scammers continue with their rugs: Boss Apes (minting now), Pikapunks, LazyLionz (with a Z), Hype Ape Club, Cyber Charizard, Bored CloneX, Dogdles, etc. Each week a new project, facilitated by the same 10-20 large Twitter accounts https://t.co/3GqByCtzdt"
3,scammer,"21/ Anyone who has ever used online dating (everyone?) will understand this principle. The reality doesn’t often match the imagination, fortunately or unfortunately. But there are always exceptions to the rule, and scammers use these exceptions to convince you of the opposite."
4,scammer,"1/2 Never get deceived by seemingly good gestures. There is a scammer out there (twitter handle: LurkingisNicer), who rugged the @ElephantNFTS  project and put in his Twitter profile that he donated $50k to charity. He scammer someone recently out of $8000 https://t.co/MeYIAVaGl1 https://t.co/FDKHtPD02b"
0,like,"Everyone loves decentralization until you realize that it allows some to ""abuse"" their individual freedom at the expense of the collective.

Everyone dislikes centralization until you realize that it allows many to “enjoy” the collective freedom at the expense of the individual."
1,like,We would advise people to check your timeline and avoid any project that you are promoting. Because it's 99.9% likely that you are associated with the same organization that is creating all these scams and that also perfectly explains your response to us. https://t.co/W7crKYeVIg https://t.co/2Y8iBBGfPL
2,like,"23/ If you don’t disclose this information, but it is found out by others/algorithms, it can have an impact on your TRUSTH scores. It’s unfortunate that mechanisms and measures like this are necessary, but as we said earlier: https://t.co/SfSzt0fesq"
3,like,19. So make sure you use something like TokenTax to figure out what you owe and have that money set aside. Don't avoid taxes. There's no hiding. That's the beauty of blockchain; all the information is publicly available. Not worth the risk and it's not ethical or legal.
4,like,6/ This starts to get more problematic when a company like Yuga Labs (valued at over $4 billion) already raised so much money and is expected to raise even more this Saturday (some claim $840m in total proceeds). It is quite unprecedented to do this with so little accountability. https://t.co/XI9ixLrKe1
0,scam,"@SerpentAU Our comment was to highlight a general issue that many might not be aware of. This is less/not of an issue for legitimate projects, but if you own art from a ""scam project"" that doesn't care about the project long-term, it is possible that you can technically ""lose"" your NFT."
1,scam,"10/ Of course only wallets with significant NFT assets and high TRUSTH scores may be deemed reputable enough to invest in (with or without doxed teams), so we don’t have to constantly assess each upcoming project and in particular all these scam projects."
2,scam,"@WarewaPain @TheMetaTribes 99.9% likely it's a scam. 8 tweets, no website, no Discord and 54300 followers on Twitter, while not following anyone else. It's the same cartel of scammers - avoid at all costs. https://t.co/O5wkxKIrVv"
3,scam,"The project @DeluxeGoat is 99.9% a scam (also minting today). Founders have 0 and 1 post on IG. They paid for Google ads, and one of the founders could well be the same one as the one from ""Immortal Apes"" as he writes gas both times in an unusual (and incorrect) way. Gass what? https://t.co/RamDHzBDxe"
4,scam,"We recently mentioned that ""scammers have entered the NFT space at an industrial scale"". Some exceptional and altruistic individuals in this space have provided us with evidence of wallet connections linking many of these scam projects. This is very big and will soon be revealed."
0,account,"PixelSaurus Tri is MINTING NOW for 0.05 Ξ👇
🔗 https://t.co/MhGyUSfkpv

💥 550/1005 #NFTs minted!
💥 Innovative 'choose your traits' utility!
💥 Diverse &amp; Inclusive!
💥 Safe &amp; secure #NFT minting!
💥 VERIFIED #OpenSeaNFT account!

Tri @OpenSea Floor:
🔗 https://t.co/6P0bkZPBDy https://t.co/zkwd5J3Xw1"
1,account,"12/ Another account highlighted the below news story, which in actual fact appears much bigger and damning than anyone so far has published. The Twitter/IG handles of NFT were immediately deleted after this news story to bury the evidence
https://t.co/GsIWemPI87"
2,account,Dear Amir (@mondoir) - a quick reminder to let you know that your company accounts are overdue. Just letting you know in case you don't have an accountant or they were not able to contact you. Always happy to help. https://t.co/g5lCAxKnNi
3,account,"1/ Another day, another rug pull. This time Lazy Lion Ape Club - 626 were minted for 0.08 ETH each yesterday, so that is 50 ETH profit. Website &amp; Twitter deleted, so that the large Twitter accounts that were involved in this scam don't have the evidence anymore on their timeline. https://t.co/WBNN9G8Zr8"
4,account,"PixelSaurus! The RAWRsome Dinosaur #NFT!

✅ Over 900+ diverse &amp; inclusive designs! 🌈
✅ Embraces disability &amp; mental health! 🫂
✅ Over 8+ ETH in #NFTs traded! 📈
✅ VERIFIED #OpenSeaNFT account! 

ADOPT your PixelSaur!👇
🦖 https://t.co/hJuV9uxwXc
🦕 https://t.co/3IVqLqaxtN https://t.co/u6MjBLjlwN"
0,ethic,"3/ Other people also found connections between the 2 projects. We saw that yesterday an article was published that said that we were paid to publish FUD and that we are unethical.

It actually looks like someone paid to make it look as if we were wrong.

https://t.co/T4PXr56HMF https://t.co/ZdkJq5WQE3"
1,ethic,"3/ Decentralization has various advantages, but also specific disadvantages for which the NFT space currently does not have a solution. Anonymous people have less of an incentive (or even no incentive at all) to act morally/ethically and to take accountability for their actions."
